stop,degree,clusterring_coefficient,closeness,betwennesses,page_rank
Węgrów (na wys. nr 7),6,0.0,0.031030887059077344,0.005201856427817773,0.0019753482852876724
Na Niskich Łąkach,10,0.0,0.06793670786428403,0.0898196466152336,0.0018190785340731013
Żelazna,2,0.5,0.06482872596153846,7.22542859250992e-05,0.0004702886987308114
Krzelowska,4,0.0,0.03691820670773443,0.014729099385474127,0.0011244617843732924
Wilkszyn - Miłoszyn,4,0.0,0.03571132996772325,0.012603830870366038,0.0011378355080436408
Łososiowicka,4,0.0,0.0382281284606866,0.016879012591354076,0.0010994601937497272
Trawowa,5,0.25,0.05498216106014271,0.005560051344599388,0.0009582056259461677
Królewiecka,4,0.0,0.055164919457939145,0.05976014861963233,0.0009989686381949498
Warmińska,4,0.0,0.05303914940692029,0.058033451967098214,0.0010775544654172576
Królewiecka (Park),4,0.0,0.051095322676139726,0.05637710470458566,0.0011279569013489237
Suwalska,4,0.1,0.04931710383450483,0.05492553241812291,0.0011679650410246583
Królewska,8,0.16666666666666666,0.05820462669454374,0.037873639359445356,0.0016889396335677033
OSIEDLE SOBIESKIEGO,2,0.0,0.05500669258716298,0.0,0.000532510783244248
Krępice,6,0.07692307692307693,0.03744684543955567,0.04609361487428071,0.002017137307938853
ŻAR,6,0.07692307692307693,0.0387586454684272,0.08137459571505003,0.0014834210406400733
Krępice - Wrocławska,4,0.2,0.03745009546953654,0.046703234906919244,0.0009002087612296391
Żurawiniec,4,0.0,0.036198146050920685,0.04455511404218633,0.0009679310093706185
Krępicka,6,0.0,0.038656215005599105,0.0002117202979946391,0.0014593357316275133
Krępicka - szkoła,4,0.0,0.0386181590370072,0.0001161661105928258,0.0009875755048635066
Mokrzańska,6,0.038461538461538464,0.040169428411841374,0.08610155942641498,0.0015971526128998274
Lenartowice przy posesji nr 11a,4,0.0,0.029325812151692266,0.0034049328813048957,0.0011053924224661206
Księginice P&R,2,0.0,0.02614438486473386,0.0,0.0007391322894181518
Ołtaszyn,8,0.0,0.05377617148554337,0.014319452009141528,0.0018331320211398365
Kutrzeby,4,0.0,0.05107113267842348,0.0025793495276870866,0.0010165675894963093
ROD Storczyk,4,0.0,0.04864438306747083,0.00031427840310951883,0.0010668609973952545
Kwiatkowskiego,4,0.0,0.04531848973376044,0.002317497103128621,0.0013215886352204575
Połabian,4,0.0,0.04746191497552659,0.0046296171828161085,0.001230551023980029
Zabrodzie - pętla,2,0.0,0.04335594071841246,0.0,0.0007352862810798052
Kwiatkowskiego (Rondo),2,0.0,0.054188120055255556,0.0023161528472683377,0.0007542163742431344
TYNIECKA (pętla),2,0.0,0.05141189086143214,0.002316152847268338,0.0008146950292177748
Zacisze,4,1.0,0.06829692940804052,0.0,0.000788269601362769
Małopanewska,4,1.0,0.06637440393785571,0.0,0.0006574389217498149
Oleśniczka,4,0.0,0.03280869829683698,0.0008196376065434791,0.001145911301043452
Kątowa,4,0.0,0.050848456280933305,0.007341486067263353,0.001127812161805906
Ługowa,4,0.0,0.048540412846616796,0.0052281767567647144,0.001147004278734668
Kępa,4,0.0,0.031190140590552605,0.002561779526140613,0.000954762592120976
Kępa (na wys. nr 36),4,0.0,0.032002076612155594,0.0045633124899188094,0.001000688107749051
Zaprężyn - skrzy.,4,0.0,0.03185794972128909,0.007253092524618766,0.0011545960202624759
Wołowska,5,0.375,0.06232847031633685,0.0043999872075849815,0.0009359158072964285
Leśnica - Hermes,3,0.5,0.04159637537957295,0.043362400625885526,0.0008174542039508687
RUBCZAKA (Stacja kolejowa),4,0.0,0.04151233825580836,0.0037455896738291666,0.0007767598930613074
Perzowa,6,0.3333333333333333,0.049053600863979994,0.0069363602390624625,0.0014983854095510043
LITOMSKA (ZUS),2,0.0,0.06457164234942013,0.00018645607597034258,0.0005511997141217302
Las Osobowicki,4,0.0,0.05294803362169458,0.002317497103128621,0.0012096087609928339
RĘDZIN,2,0.0,0.05028844472932813,0.0,0.000687694834533066
Rzemieślnicza,2,0.0,0.04903130503948639,0.018318174608082202,0.0007093540246183017
Lekarska,5,0.0,0.05502773704010712,0.04157044677054622,0.0009584173517958927
Rondo Obrońców Grodna,6,0.0,0.052341096555070354,0.036755483173474116,0.0019449293298086983
Żmigrodzka (Obwodnica),7,0.1111111111111111,0.058005108213469554,0.024815768876115942,0.00109996673210502
Zbożowa,4,0.0,0.04419974391805378,0.009567593857544469,0.0010552992276451729
Zabór Mały,4,0.0,0.030049792820084263,0.011533715281231769,0.001093356631402636
Lutynia - Kolonia,4,0.0,0.032529212212589524,0.0046296171828161085,0.0011394037949917554
Lutynia I,4,0.0,0.03361639139918978,0.0069363602390624625,0.0011262019291148565
Radakowice - Świetlica,4,0.0,0.03150784958013874,0.002317497103128621,0.0011462514447219566
Lutynia - Straż,4,0.0,0.03477595099935525,0.009237726271867683,0.0011019863650170581
Lutynia Osiedle ul. Wschodnia,6,0.0,0.03601535764961188,0.014988452842160166,0.0015873156495251751
Lutynia Centrum,2,0.0,0.03476474379632614,0.0,0.0006233505451432442
MIŃSKA (Rondo Rotm. Pileckiego),8,0.16666666666666666,0.05592275790565059,0.02996357033011174,0.001766942963807524
Park Tysiąclecia,4,0.0,0.05304893041553971,0.02043440938773452,0.000994168242004682
ROD Tysiąclecia,6,0.3333333333333333,0.05641997907949791,0.007648303747542086,0.0012257215826536971
Rogowska,6,0.3333333333333333,0.058468834688346884,0.02952984617679132,0.0012321806502877477
Tyrmanda,4,0.0,0.05314693927823624,0.0058184066522485615,0.001116246393359253
MOKRY DWÓR,2,0.0,0.04145251933330131,0.0,0.0007273126346457693
Mokry Dwór - Starodworska,4,0.0,0.04324297239063988,0.002317497103128621,0.0013028271141991984
MUCHOBÓR MAŁY (Stacja kolejowa),3,0.8333333333333334,0.059826689774696705,0.0007209260552583035,0.0004993068047530626
Swojczyce,8,0.3333333333333333,0.046395355088436105,0.006182696399467914,0.0015609865467425986
Malinowa,4,0.0,0.05909339906874829,0.0014868550262807064,0.000927241544008331
Ożynowa,4,0.0,0.05608995190432861,0.00044926631155267567,0.0009251973262126047
Wyścigowa,10,0.1,0.06257704299905735,0.006056435181889205,0.002120126877981546
Malwowa,2,0.0,0.043934225932902304,0.013802684747804158,0.0007315981822226636
Marcepanowa,4,0.0,0.052401481571437244,0.009237726271867683,0.001102902377697483
Słoneczna,4,0.0,0.049812409812409815,0.0069363602390624625,0.0011653288068240533
Wilkszyńska,4,0.0,0.03965263738283404,0.019061075916559162,0.0010540066453646284
Złotniki,4,0.0,0.04453274162753496,0.000408609744739065,0.0009606550765141725
Żernicka (Stacja kolejowa),4,0.0,0.046767463285102694,0.017083702094354253,0.0009521310763149029
Maślice Małe (Brodnicka),4,0.1,0.05078262916323408,0.007875995085400574,0.0011508874268133138
Rędzińska (Cmentarz),6,0.0,0.05270872778354608,0.013526574594101943,0.0016009629606299723
Śliwowa,2,0.5,0.04833380005600672,0.0024241414013777733,0.0006627382675067693
Maślicka (Osiedle),4,0.0,0.05502773704010712,0.014950813678072232,0.0009946141625711068
Maślicka (Staw),4,0.1,0.04705818201646764,0.005400771961332031,0.0012321650435852013
PILCZYCE,6,0.0,0.05840947546531303,0.16047946817700315,0.0013211756498034287
Mikołowska,6,0.3333333333333333,0.045001825102987954,0.01610956222963654,0.00127233360382812
Niedziałkowskiego,4,0.0,0.04309182603485295,0.013824327267154721,0.0009919402952999652
Miodowa,4,0.1,0.03496050232934981,0.010175223631130643,0.001082572472697151
Szkolna,4,0.0,0.03422565932976403,0.007366189864333577,0.001046351704013018
Trzmielowicka,4,0.1,0.037404646324549234,0.013347712269928192,0.0008766572814839108
Na Grobli,4,1.0,0.059976370838835225,0.0,0.0009086324356087452
Rakowiecka,6,0.3333333333333333,0.06374178299726715,0.029708054512263646,0.0012499048609362772
Miękinia - pętla,3,1.0,0.03188266587852815,0.0,0.0010156621431847315
Miękinia - stacja PKP,6,0.16666666666666666,0.031889734683319786,0.00212540294069412,0.0018696941977594686
Mrozów - Wyzwolenia,6,0.0,0.033945639775006885,0.04057320414138345,0.0013545792161698633
Modlińska,6,0.3076923076923077,0.06590804948831526,0.008937592947838626,0.0011951704618373834
Rymarska,6,0.3333333333333333,0.06281388747361526,0.004701804707467176,0.0011918830207887324
Moniuszki,4,0.0,0.06711774770570851,0.009068385735016485,0.000925494633197654
Okrzei,4,0.0,0.05606444487754174,0.004946504766854108,0.0008882963982901155
Złotostocka,4,0.1,0.05114983404457089,0.0024161348124388986,0.000933959070231369
Mrozów - Świetlica,4,0.0,0.035032881383453764,0.04241998765076949,0.0009687792346750842
Wojnowice - Główna,4,0.0,0.03283741105741791,0.0046296171828161085,0.0010751355002668295
Mroźna,4,0.0,0.04976357974858724,0.018976083395445525,0.0012411034971042437
Wilczyce,4,0.0,0.04770591487009397,0.016930932529610324,0.0014200060641440544
Zgorzelisko,4,0.0,0.052132415126253474,0.021124741962522543,0.0010917407264280207
Muchobór Wielki,4,0.0,0.05206636500754148,0.004835845235438733,0.0011614960774936943
Muchobór Wielki (Roślinna),2,0.0,0.04949813593346716,0.0017454682254401568,0.0006672469440459312
Młodych Techników,5,0.125,0.07389964034937489,0.011517277362345264,0.0008496486480707684
Strzegomska (Muzeum Współczesne),4,0.2,0.06893521846792874,0.0032168678027664327,0.0007947770083837518
pl. Strzegomski (Muzeum Współczesne),6,0.07692307692307693,0.06893521846792874,0.008541950996985717,0.001075741031588381
NOWY DWÓR (pętla),6,0.6666666666666666,0.05460297374248656,2.0835965834393067e-05,0.0011382164336010447
Zemska,6,0.3333333333333333,0.0546721571111815,0.0062909637968852385,0.0011559432028892605
pl. Zgody,4,0.0,0.07127518995705319,0.08125265089743103,0.0007183587821795167
Narodowe Forum Muzyki,9,0.15625,0.07688195991091314,0.009441175580607133,0.0013217656022475877
Zamkowa,6,0.6666666666666666,0.07673157286387482,5.428467078863768e-05,0.0009431021586801319
ZACHODNIA (Stacja kolejowa),4,0.0,0.06794740571608535,0.007365680525644209,0.0007614491959861749
Słonimskiego,4,0.0,0.06860095389507154,0.003645998180902973,0.0008540538017915794
Opatowicka nr 59,4,0.0,0.05103489059727972,0.018389420168677225,0.001115280794804326
OPATOWICE,4,0.0,0.04637790197764403,0.013824327267154721,0.0011532094903011
Opatowicka nr 127,4,0.0,0.04434737923946557,0.011533715281231769,0.0011672178805190575
Opatowicka nr 85,4,0.0,0.048597815069264555,0.01610956222963654,0.0011377194822809163
OSOBOWICKA (Cmentarz),6,0.3333333333333333,0.06465872480707276,0.016464659523412178,0.0011096182226409202
OSOBOWICE (Stacja kolejowa),2,0.0,0.05699755630407503,0.018318174608082202,0.0005667793528667687
OSOBOWICKA (Cmentarz II),6,0.3333333333333333,0.06507314130598703,0.016494096187652164,0.001089227160597506
Serbska (C.K. Agora),6,0.6666666666666666,0.06591811793461656,0.007645163581270771,0.0010531238978113068
Łużycka,8,0.3333333333333333,0.0659584225007643,0.009915536017439162,0.00142512524874477
Ostowa,2,0.0,0.0604003359462486,0.018318174608082202,0.00046255087265371393
Parafialna,6,0.0,0.050556531927357935,0.0051012377488959685,0.001395191639606691
Odolanowska,4,0.0,0.04877083922011868,0.10210620937231561,0.0010057900274871678
Odrodzenia Polski,4,0.0,0.050788606403013185,0.10398794353406901,0.0010218901784495743
ZAKRZÓW,4,0.0,0.05299355234878723,0.10592154356776505,0.0009901607191915665
Świętokrzyska,2,1.0,0.0734905901388061,0.0,0.0003955584239133054
Partyzantów,4,0.0,0.05909339906874829,0.007076702220116527,0.0008617053387316067
Oleśniczka - skrzy.,4,0.0,0.03291255100873346,0.001040767695560102,0.0011944541225605695
Raków IV,4,0.0,0.03400181237933887,0.003299117540836253,0.0012560722553082132
Zalewowa,4,0.0,0.04248301663877129,0.009237726271867683,0.0011846887906587723
Opera,7,0.275,0.07425572190672862,0.001508534157600299,0.0007507654947381952
ŚWIDNICKA (Dom Europy),4,0.4166666666666667,0.07180297861718946,7.973573173507074e-05,0.0005511989535023455
Os. Przyjaźni,4,0.0,0.06244121264742059,0.008567495327675112,0.0009750925183595322
PORT LOTNICZY,4,0.0,0.040840471345416685,0.004144790486831461,0.0010735341081862524
Wita Stwosza,2,0.0,0.07180895323681145,0.0023161528472683377,0.0008447810312098012
Strachowskiego,4,0.0,0.056302192066805846,0.015422307337597944,0.0009206602245012799
Świt,4,0.0,0.051507012831990454,0.0024218702558102953,0.0009584559634918888
Pułtuska,6,0.3333333333333333,0.06277733323634248,0.0014768467098927231,0.0012733950264894576
PAWŁOWICE (Widawska),2,0.0,0.042264557519956905,0.0,0.0006782749106842479
Przebiśniegowa,6,0.0,0.044127422406299535,0.018672251601680855,0.0017811663514346002
most Grunwaldzki,5,0.375,0.07376068376068376,0.009472427979773702,0.0005917236427008505
Popowice,4,1.0,0.07012839265398993,0.0,0.0009185859603324672
Rysia,6,0.3333333333333333,0.07217529480638957,0.10319136339896534,0.0012627057372779672
Ścinawska,3,0.3333333333333333,0.06823213156230234,0.0004816178510334764,0.0005608193347703773
POŚWIĘCKA (Ośrodek zdrowia),2,0.0,0.05198795180722891,0.0,0.0005428361312353312
Poświęcka,4,0.0,0.054835430169017665,0.002317497103128621,0.000868764753233459
POŚWIĘTNE,8,0.28,0.061305675925268165,0.02875204283432808,0.0013439012605216578
PRACZE ODRZAŃSKIE (Stacja kolejowa),4,0.1,0.04174931062841662,0.003722052440573329,0.0011353417082387736
Wojszyce,4,0.0,0.05278933202838268,0.006440451377666331,0.0009001794883160779
Park Brochowski,4,0.1,0.04237038491751768,0.0023021410272088373,0.0011808793748558904
ROD Mieczyk,4,0.0,0.0427079724847825,0.0012835227849449804,0.0011133524808215464
Zagłoby,4,0.0,0.050450134455746524,0.018212578493329395,0.0010472511790222865
Pasikurowice - Energetyczna,5,0.25,0.03854571441332797,0.008778170001765456,0.0009777479147816302
Pasikurowice - Wrocławska (na wys. nr 14),5,0.2222222222222222,0.03729633951337569,0.013260255103915456,0.0014990308243698859
Pasikurowice - skrzy. Malinowa,4,0.0,0.039754929058411645,0.010632705386612467,0.0008853871177647812
Siedlec - Wrocławska/szkoła,2,0.0,0.03595983165965248,0.005566003410825204,0.0008106992114683128
Pasikurowice - cmentarz,4,0.0,0.041083499952394555,0.012533483173053226,0.0010229351312914707
Ramiszów,4,0.0,0.04251231527093596,0.014480525765352073,0.001113022341483123
Starodębowa,2,0.0,0.04772174297721743,0.013279231515809791,0.00074663040573217
Pawłowicka,4,0.0,0.04594335604770017,0.023899390514392955,0.0013129107555565932
Zajączkowska,4,0.0,0.04677253265405669,0.0046296171828161085,0.001131945159289203
Prusa,4,0.0,0.07212703719180945,0.0009651714886986547,0.0007257742601587172
Pisarzowice - Graniczna,4,0.0,0.03256726668930903,0.006356401759698828,0.0011440061972650454
Pisarzowice - Odrzańska,4,0.0,0.0318098046443052,0.004541297880086799,0.00113714067213368
Wilkszyn (pętla),4,0.0,0.033543221393034825,0.00840426354151894,0.0011461418835226364
Pisarzowice - Szkolna,4,0.0,0.03117098894748248,0.0030035587929799082,0.0011231221816115915
Piwnika - Ponurego,4,0.0,0.05753333333333333,0.009237726271867683,0.0009970723055343195
ROD Źródło Zdrowia,4,0.0,0.054427346115035316,0.0069363602390624625,0.0011052109401513775
Zakrzowska,6,0.19230769230769232,0.061006644987982465,0.011582556577488733,0.0012485172171489646
Poczta Główna,5,0.45,0.07228411089706005,0.004414580604583692,0.0005029599554774406
Widawa,4,0.0,0.04759803651205118,0.013333169063895683,0.0016837155588746498
Wolska,5,0.25,0.04022184936614467,0.007413335879243361,0.0008797729064339741
Poprzeczna,4,0.0,0.050168585048250204,0.0069363602390624625,0.001113534015680076
Przybyszewskiego,2,0.0,0.06254076382346546,0.011116323836613765,0.0008541707278555966
Psary - Szkoła,4,0.0,0.04356825525040388,0.0023276994654795467,0.0012471793553720317
Psary - Wolności,6,0.0,0.0455000790847261,0.01116085159367766,0.001981415725366768
Szymanów - skrzyż.,4,0.0,0.04353089533417402,0.0046296171828161085,0.0013227630016489818
Psie Pole (Gorlicka),2,1.0,0.060646521433591005,0.0,0.0004798137776317396
Pustecka,2,0.5,0.03605899803618435,0.004867348738235452,0.000546190455741773
Pęgowska,4,0.0,0.044689555175806535,0.002317497103128621,0.0012559800364046452
ŚWINIARY,2,0.0,0.0427799534030635,0.0,0.000707402626583085
SPISKA (Ośrodek sportu),4,0.0,0.06328835435611617,0.002147543562650146,0.0007947018905811547
Tunelowa,4,0.0,0.04441128036228901,0.0028422286158837355,0.001030276789168663
Wysoka,4,0.0,0.04846953103060938,0.00015868940430645808,0.001085196848819321
Rubczaka,6,0.16666666666666666,0.04017503840603324,0.008145204632214905,0.0010986715060859146
Łowęcice - Staw,4,0.0,0.030546509981594222,0.0,0.00114916169585729
Raków - skrzy.,5,0.125,0.03640428583480975,0.010930234017021864,0.001517815190430967
Raków II,4,0.2,0.03637819837288707,0.004158500312315444,0.0009728611883035786
Raków III,4,0.0,0.03516277553681294,0.00555209036267127,0.0013525132755502632
Śrubowa,6,0.0,0.06484821160204389,0.0062138678007530946,0.0013427015775973748
Wielka,4,0.0,0.06800094555196597,8.360369088068558e-05,0.0006579539934389777
TRZMIELOWICKA (Stacja kolejowa),5,0.25,0.03873081411004398,0.015432541087906093,0.0008574807157994487
RĘDZIŃSKA,2,0.0,0.047692732799115775,0.0,0.0006891247851415924
Turoszowska,4,0.0,0.05007833807230314,0.002317497103128621,0.0012129733506599557
Stabłowicka,2,0.5,0.03939200292130728,0.0009533910646416796,0.0006213435611848646
SZYMANÓW,2,0.0,0.040051979393883136,0.0,0.0007613618794617315
Szymanów (Widawska),4,0.0,0.04172105390379502,0.002317497103128621,0.0013829429843544
Samotwór - Leśna,2,0.0,0.031016388729154687,0.0,0.0007316831137838423
Zajezdnia GAJ,3,1.0,0.06467326139088729,0.0,0.000769891023153166
Siedlec - Wrocławska/sklep,2,0.0,0.03365834633385335,0.005418426521630422,0.0007300515985688154
Siedlec - skrzy. Osiedlowa,4,0.0,0.033745209978884805,0.0005477842630654948,0.0012170975025813857
Tokary - osiedle,4,0.0,0.03381926483266714,0.0006716126320619361,0.0011459903623825196
Strumykowa,4,0.0,0.03680641446666951,0.0046296171828161085,0.0012411157349456138
Strachowice General Aviation,3,0.6666666666666666,0.04098594224924012,0.0011587485515643103,0.0010306422652467827
Strachowicka,6,0.0,0.04836901692635355,0.018856663552746403,0.001385898634892876
Żerniki,4,0.0,0.04991901897269783,0.007837390562986431,0.0009485251693303601
Wojnów,4,0.0,0.03550417575184103,0.002317497103128621,0.001328617992810089
Stępin - kościół,2,0.0,0.03404070684758599,0.0,0.000682446202996217
Szczodre - Szkoła,5,0.25,0.0380444366073003,0.026465735564062502,0.0008487002382374098
Szczodre - stawy,7,0.0,0.036801705756929634,0.024762473772026054,0.0012101240175168137
Szczodre - Trzebnicka,4,0.0,0.03939739785437115,0.01006423510140378,0.0011487214979227322
Zajezdnia OŁBIN,4,0.8,0.06684222755789637,0.0,0.0005208300272320101
Trestno - kościół,4,0.0,0.03917741056836753,0.0046296171828161085,0.0012580813580185407
Tokary - centrum,4,0.0,0.03494917587980399,0.0028909790573898677,0.0010708536768807512
Łozina - Nowego Osiedla II,4,0.0,0.03616022793932792,0.005133869960272759,0.0009651686158989862
Trestno - świetlica,4,0.0,0.040765233821445444,0.0069363602390624625,0.001211788424298969
Zagony,2,0.0,0.05047373961866885,0.0019933746109499495,0.0006480158282887929
Uniwersytecka,2,0.0,0.06702392047219634,0.0023161528472683377,0.0008916749876394418
Volvo - brama II,5,0.45,0.049257990867579905,0.0013323816001842462,0.0013502283768928444
WOJNÓW (pętla),2,0.0,0.03428821168898248,0.0,0.0007382737580553996
Widna,2,0.5,0.06124476616279895,0.00020315192615494442,0.000545245439689123
Wielkopolska,4,0.0,0.0442359936439592,0.0003226214064680215,0.0009439888943190229
Wilczyce - Wrocławska (na wys. nr 1F),4,0.0,0.045821386853562705,0.015081236465860334,0.0016915905100320942
Wilczyce - Borowa,2,0.0,0.0407825717121119,0.00861164667001695,0.0010758550843056
Wilczyce - Dworska,5,0.0,0.04251022117137087,0.011398711548797714,0.002122926995751737
Wilczyce - Dębowa,4,0.0,0.041077633395211574,0.002959459582608206,0.0016464532374548212
Wilczyce - Szkoła,2,0.0,0.043820452929826344,0.0044679928198813655,0.0008925370778747518
Wilczyce Wilczycka Stary Młyn,2,0.0,0.03221351250466592,0.00350344850510194,0.000577549108857399
Wilkszyn - Polna,4,0.0,0.03459056475209427,0.010498278107875434,0.0011443015025267792
Wojszycka,2,0.0,0.05889578925817239,0.0,0.0005340326803679738
Wróblowice Innowacyjna,2,0.0,0.037317305197613074,0.00805478111481827,0.0004888380822471267
Wysoka - Chabrowa,4,0.0,0.050580236783495484,0.002174006407068111,0.0010780466207417105
Wysoka - Radosna,6,0.0,0.053140394088669954,0.009110613093038292,0.001564330054879015
Wysoka - osiedle,4,0.0,0.05604260016884213,0.011295028865998855,0.0009743465188914525
Ślęza - autostrada,4,0.0,0.05050623280856792,0.0025638095852612204,0.0012198867280560231
ZWYCIĘSKA,2,0.0,0.05597716806123111,0.0,0.0005311196700090646
Łozina - Milicka/poczta,6,0.23076923076923078,0.036338372141984925,0.03236393776791354,0.0012880460309529019
Łozina - Nowego Osiedla I,6,0.23076923076923078,0.03748913987836664,0.007402301724501035,0.0011874518545184351
Łozina - skrzy.,6,0.25,0.03765106234457485,0.021159834023623283,0.0017775343901497665
Łozina - kościół,2,0.5,0.03531674578490751,0.001460373088844967,0.000780981770911583
Ślęza - Dębowa,2,0.0,0.04585790955948775,0.00015042223076571504,0.0007094691388970878
Ślęza - Szyszkowa,2,0.0,0.048086031091547334,0.0001321851595945366,0.0006920629705349207
