stop,day_degree,day_clusterring_coefficient,day_closeness,day_betwennesses,day_page_rank,day_weighted_degree,stop,night_degree,night_clusterring_coefficient,night_closeness,night_betwennesses,night_page_rank,night_weighted_degree,stop,night_bus_degree,night_bus_clusterring_coefficient,night_bus_closeness,night_bus_betwennesses,night_bus_page_rank,night_bus_weighted_degree,stop,day_tram_degree,day_tram_clusterring_coefficient,day_tram_closeness,day_tram_betwennesses,day_tram_page_rank,day_tram_weighted_degree,stop,day_bus_degree,day_bus_clusterring_coefficient,day_bus_closeness,day_bus_betwennesses,day_bus_page_rank,day_bus_weighted_degree,stop,night_tram_degree,night_tram_clusterring_coefficient,night_tram_closeness,night_tram_betwennesses,night_tram_page_rank,night_tram_weighted_degree
Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.0013259951050775824,1417.3125,Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.0013107952540756481,466.375,Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.0012096592367300382,227.5,Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.0037098439674333565,986.0,Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.001125569237936818,431.3125,Bzowa (Centrum Zajezdnia),2,0.0,0.06662018746610891,0.0014716450844520271,0.0034882300955995688,238.875
Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0013609109548272911,1412.625,Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0013594498603697067,475.75,Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0011868268937698363,231.375,Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0037532592919054925,983.25,Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0010174143612057894,429.375,Hutmen,2,0.0,0.06841686555290374,0.002470528252541339,0.0034678664848411364,244.375
pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0013448219633701857,1418.1875,pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0013248808748285708,464.625,pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0012519420935544756,226.875,pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0036660494001255453,986.5625,pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0011913208901343536,431.625,pl. Srebrny,2,0.0,0.06730844486186116,0.0018229034776408046,0.0034958380048600167,237.75
Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.0017131861308749064,55.25,Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.001529512692192221,19.75,Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.0015644569641025219,19.75,Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.0005533013648100314,,Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.0018098607757857542,55.25,Łozina - Wrocławska (na wys. nr 18),4,0.5,0.0410422830963062,0.04185132061177812,0.0005550416281221097,
Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0009174012545271021,11.0,Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0011944577161968428,2.75,Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0012217470983506397,,Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0005533013648100314,,Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0009692464224006554,11.0,Błonie,2,0.0,0.03730048577376822,0.007827968342493073,0.0005550416281221097,
Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.0007475969385143041,11.0,Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.00045247416538167436,2.75,Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.0004630412214380957,,Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.0005533013648100314,,Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.0007899208301221181,11.0,Wróblowice,2,0.0,0.03869864554740584,0.010081805957892266,0.0005550416281221097,
Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.0010002632158251073,11.0,Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.0011944577161968428,2.75,Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.0012217470983506393,,Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.0005533013648100314,,Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.001056750484130887,11.0,Źródła,2,0.0,0.03602999706732582,0.005635045257239804,0.0005550416281221097,
Zielna,2,1.0,0.06459366080817185,0.0,0.0012088406240129456,1020.5625,Zielna,2,1.0,0.06459366080817185,0.0,0.0012636170270095876,362.125,Zielna,2,1.0,0.06459366080817185,0.0,0.001293640516471324,362.125,Zielna,2,1.0,0.06459366080817185,0.0,0.0005533013648100314,,Zielna,2,1.0,0.06459366080817185,0.0,0.00126439449319991,1020.5625,Zielna,2,1.0,0.06459366080817185,0.0,0.0005550416281221097,
Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.0012034766560525018,123.5625,Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.001106887733544095,33.625,Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.0011490708925606192,,Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.0005533013648100314,,Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.001290789625368897,123.5625,Ceglana,6,0.4,0.05291330831231157,0.018081705732124906,0.0005550416281221097,
Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.0010173278572481429,119.125,Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.0009730381709378792,34.25,Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.001006900772565688,34.25,Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.0005533013648100314,,Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.0010879929046794838,119.125,Gospodarska,2,0.0,0.05031888128254637,0.014610492738589224,0.0005550416281221097,
Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0011010779440196225,101.875,Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0010537820319966216,33.0,Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0011072644208221776,33.0,Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0005533013648100314,,Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0011724973581027473,101.875,Kowalska,4,0.3333333333333333,0.053472610831312564,0.012475748158137859,0.0005550416281221097,
Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.0002817644549393277,12.375,Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.0003307587655532331,5.5,Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.00034157294396932285,,Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.0005533013648100314,,Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.00029949367531222683,12.375,Kowalska I,3,0.6666666666666666,0.0510992275698158,0.00020785332742178197,0.0005550416281221097,
Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.0013508488725745994,396.375,Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.001312339953471721,138.75,Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.0016756561271697272,,Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.0005533013648100314,,Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.001825936620707611,396.375,Monopolowa,5,0.5,0.05422788322088404,0.02726829412644631,0.0005550416281221097,
Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.000455891127051948,44.0,Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.0005231305388973036,16.5,Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.0005551000759887242,,Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.0005533013648100314,,Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.000504618908593514,44.0,Volvo,5,0.6,0.0528840241052761,0.002065028806642909,0.0005550416281221097,
Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.0012348737155686079,1254.5625,Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.001161773152605255,371.375,Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.0012195067705787356,371.375,Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.0005533013648100314,,Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.0013390999129390955,1254.5625,Centrum Zarządzania Kryzysowego,2,0.0,0.06543407136878947,0.004080371447793068,0.0005550416281221097,
Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.002071078883997305,2009.75,Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.0020845412165252262,686.875,Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.002214713149848478,686.875,Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.0005533013648100314,,Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.0022672801636501594,2009.75,Nowodworska,5,0.3,0.06994144437215355,0.08029000731113621,0.0005550416281221097,
Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0012039864017718634,1256.5,Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0011709606318763203,367.5,Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0012266194306728335,367.5,Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0005533013648100314,,Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0013037553231983576,1256.5,Otyńska,2,0.0,0.061494458348230245,0.0020063333922066325,0.0005550416281221097,
Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.0007702178582776913,17.875,Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.0006458648545594483,2.75,Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.000660901117692946,,Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.0005533013648100314,,Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.0008148190422231028,17.875,Cesarzowice skrz.,2,0.0,0.06050798564694294,0.00500009004815197,0.0005550416281221097,
Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0007756832045356396,16.5,Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0010981086991292258,5.5,Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0011238565951537656,5.5,Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0005533013648100314,,Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0008206304553089815,16.5,Jaszkotle - kościół,2,0.0,0.060837577815506506,0.005216640853917479,0.0005550416281221097,
Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.0005811585708274792,17.875,Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.0002339098925561352,2.75,Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.00023990476181459254,,Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.0005533013648100314,,Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.000615347866110512,17.875,Mokronos Dolny - Parkowa/Stawowa,2,0.0,0.061586937840160415,0.005841646351315521,0.0005550416281221097,
Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.0011997777538711942,1006.6875,Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.0014210078347266202,394.375,Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.000990450319996861,85.25,Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.0037692680585967087,1006.6875,Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.0001844111138431276,,Chełmońskiego,2,0.0,0.060635972643305364,0.007051329355845484,0.003810077100371249,309.125
Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.0012615639511378972,1014.3125,Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.0014825264039196504,379.125,Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.0011018433910426624,85.25,Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.003978638547050745,1014.3125,Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.0001844111138431276,,Piramowicza,2,0.0,0.057417545733742824,0.004900820832323411,0.0038257671376281054,293.875
Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.001655121628759735,1437.0625,Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.0017215440645148245,489.75,Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.0015363840802593723,,Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.003586135503906888,,Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.001212330564804657,,Tramwajowa,4,0.16666666666666666,0.06438089534361431,0.018747368909098935,0.003847785497855325,
Semaforowa,2,1.0,0.04478933388885996,0.0,0.0007160088944046051,165.25,Semaforowa,2,1.0,0.04478933388885996,0.0,0.0005641505871810316,30.75,Semaforowa,2,1.0,0.04478933388885996,0.0,0.0005810873552790177,30.75,Semaforowa,2,1.0,0.04478933388885996,0.0,0.0005533013648100314,,Semaforowa,2,1.0,0.04478933388885996,0.0,0.0007656629419219125,165.25,Semaforowa,2,1.0,0.04478933388885996,0.0,0.0005550416281221097,
Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.0011320206716463738,758.0,Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.0012352402525676064,302.25,Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.0012848885753502224,302.25,Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.0005533013648100314,,Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.001219196585180114,758.0,Chociebuska,3,0.0,0.0644581022335482,0.04239724482168846,0.0005550416281221097,
Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.0007295364400023459,403.125,Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.0007755614751676576,154.75,Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.000815477638389659,154.75,Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.0005533013648100314,,Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.000798183864707531,403.125,Hermanowska,2,0.0,0.06219715050263976,0.018541674727241837,0.0005550416281221097,
Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.002328693443180154,2137.9375,Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.002354134716341455,745.125,Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.0024575687331828007,745.125,Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.0005533013648100314,,Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.0025118029910225683,2137.9375,Nowy Dwór,3,0.0,0.06705130204272572,0.07498747034623,0.0005550416281221097,
Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0007033409869398946,359.875,Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0007222517710686521,132.125,Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0007457086349405027,132.125,Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0005533013648100314,,Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0007521556275599258,359.875,Nowy Dwór (Rogowska),3,0.3333333333333333,0.061821580044569044,0.020775851775266096,0.0005550416281221097,
Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.0009967150233595992,853.0625,Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.0009736435579039848,225.375,Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.00018326206475259628,,Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.003926973619896995,853.0625,Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.0001844111138431276,,Chopina,2,0.0,0.07073531830893239,0.0027579642339233008,0.003856109217539168,225.375
Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.0011243801435242243,858.0,Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.0010722014816341434,215.5,Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.00018326206475259628,,Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.003906210013027274,858.0,Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.0001844111138431276,,Karłowicza,2,0.0,0.06639901173563928,0.000898175945756962,0.0037484380776362843,215.5
Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.0013109112923715004,507.8125,Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.0013538689074403245,193.875,Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.0013907642769177646,193.875,Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.0005533013648100314,,Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.001392865186898667,507.8125,Chwałkowska,2,0.0,0.04808767613509282,0.036050065597952964,0.0005550416281221097,
Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0014032690582743642,507.8125,Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0014453330486149858,193.875,Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0014886624511364036,193.875,Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0005533013648100314,,Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0014959235932798093,507.8125,Wełniana,2,0.0,0.04664533275478657,0.03455418522506581,0.0005550416281221097,
Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0009303461073782053,345.0625,Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0010347550523357285,156.375,Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0012918092105212102,156.375,Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0005533013648100314,,Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0011189721944513333,345.0625,Chłodna,2,0.0,0.06520090978013647,0.0005752009253917906,0.0005550416281221097,
Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.0008494206658874791,346.75,Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.0009583170476273056,160.75,Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.001377161476929609,160.75,Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.0005533013648100314,,Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.0011152053991614727,346.75,Sowia,3,0.3333333333333333,0.06944444444444445,0.002697999496281915,0.0005550416281221097,
Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.000933111308884465,345.0625,Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.001088006628143873,156.375,Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.0012652756710488369,156.375,Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.0005533013648100314,,Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.0010891704656958486,345.0625,Wawrzyniaka,3,0.3333333333333333,0.06544403013469295,0.0005389072349529913,0.0005550416281221097,
Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.0008278762412020384,228.5,Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.0011053983618026868,116.125,Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.0012938801894139531,116.125,Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.0005533013648100314,,Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.001021774370368136,,Ciechocińska,3,0.3333333333333333,0.04309912799438709,0.009425057079170835,0.0005550416281221097,
Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.0014860315271805874,427.3125,Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.0011861199579415967,122.125,Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.001290759450612822,122.125,Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.0005533013648100314,,Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.0016756827015466172,427.3125,Stabłowice,3,0.3333333333333333,0.042864975327717686,0.008906342459554682,0.0005550416281221097,
Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0007428877426475849,228.5,Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0009945768093281573,116.125,Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0013243983621840536,116.125,Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0005533013648100314,,Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0010731504765542227,228.5,Śnieżna,2,0.0,0.044810337640683616,0.011476452183060733,0.0005550416281221097,
Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0012139125742485404,346.125,Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0013248037702260243,174.5,Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0013555903088573501,174.5,Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0005533013648100314,,Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0012831749809477798,346.125,Cynamonowa,2,0.0,0.049610614364003464,0.0046457481657958145,0.0005550416281221097,
Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.0011330833758947964,346.375,Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.0012915037578692759,174.0,Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.0013218839710575558,174.0,Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.0005533013648100314,,Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.001198309169382292,,Tymiankowa,3,0.3333333333333333,0.05218446601941747,0.006960500311340931,0.0005550416281221097,
Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.0013132682874072903,346.125,Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.001400397054545104,174.5,Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.001432736909677772,174.5,Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.0005533013648100314,,Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.0013878824696870325,346.125,Waniliowa,2,0.0,0.04727352682497801,0.002325581395348837,0.0005550416281221097,
Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.0013683913295560437,925.0,Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.001319104879930512,326.5,Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.001373867521989924,326.5,Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.0005533013648100314,,Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.0014674708363176983,925.0,Czajkowskiego,4,0.0,0.06859695301906357,0.01626308573793481,0.0005550416281221097,
KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.00047218053892160677,216.375,KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.0003067355336050381,33.0,KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.0003156771866241429,33.0,KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.0005533013648100314,,KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.0005035739536682959,216.375,KOSZAROWA (Uniwersytet),2,0.0,0.06456941211802687,0.00012476198211368907,0.0005550416281221097,
Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.0009663008721416048,448.625,Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.0010715712328827176,190.375,Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.0011049591520430621,190.375,Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.0005533013648100314,,Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.001028621112415352,448.625,Koszarowa,3,0.0,0.0646179277180855,0.011698522709839277,0.0005550416281221097,
Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0012028153954245318,1031.4375,Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0013745672379689255,449.0,Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0014777212408126797,449.0,Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0005533013648100314,,Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0013056110572049846,1031.4375,Kromera (Czajkowskiego),3,0.3333333333333333,0.07307953772943576,0.01831466455231244,0.0005550416281221097,
Czerna,1,0.0,0.03265740107845371,0.0,0.0007219072730828245,5.5,Czerna,1,0.0,0.03265740107845371,0.0,0.00017916865742952705,0.0,Czerna,1,0.0,0.03265740107845371,0.0,0.00018326206475259628,,Czerna,1,0.0,0.03265740107845371,0.0,0.0005533013648100314,,Czerna,1,0.0,0.03265740107845371,0.0,0.0007626472021184652,5.5,Czerna,1,0.0,0.03265740107845371,0.0,0.0005550416281221097,
Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.0012878743156469943,11.0,Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.00017916865742952705,0.0,Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.00018326206475259628,,Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.0005533013648100314,,Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.0013605555018243243,11.0,Wilkostów,2,0.0,0.0337585868498528,0.002325581395348837,0.0005550416281221097,
DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.001324112874730796,1515.5625,DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.001186517081844302,435.0,DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.0006131045681214194,80.5,DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.0039002464673827115,,DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.000566442898380894,,DH Astra,4,0.5,0.07775065545610704,0.19108010768588474,0.0036616770443445587,
