stop,day_degree,day_clusterring_coefficient,day_closeness,day_betwennesses,day_page_rank,day_weighted_degree,stop,night_degree,night_clusterring_coefficient,night_closeness,night_betwennesses,night_page_rank,night_weighted_degree,stop,night_bus_degree,night_bus_clusterring_coefficient,night_bus_closeness,night_bus_betwennesses,night_bus_page_rank,night_bus_weighted_degree,stop,day_tram_degree,day_tram_clusterring_coefficient,day_tram_closeness,day_tram_betwennesses,day_tram_page_rank,day_tram_weighted_degree,stop,day_bus_degree,day_bus_clusterring_coefficient,day_bus_closeness,day_bus_betwennesses,day_bus_page_rank,day_bus_weighted_degree,stop,night_tram_degree,night_tram_clusterring_coefficient,night_tram_closeness,night_tram_betwennesses,night_tram_page_rank,night_tram_weighted_degree
Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0009384424646845721,168.0,Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0011312763162704704,90.125,Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0011638057964049324,90.125,Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0005533013648100314,,Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0009971944478349027,168.0,Ziemniaczana,2,0.0,0.042732919254658386,0.0046457481657958145,0.0005550416281221097,
Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0009760120266327054,196.875,Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0010805748232935472,87.375,Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0011625796383958353,87.375,Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0005533013648100314,,Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0010967510699693287,196.875,Arachidowa,2,0.0,0.04392685667586066,0.002702233017093452,0.0005550416281221097,
Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0010124300825316947,198.25,Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0009415909833280377,73.0,Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0010301689873785554,73.0,Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0005533013648100314,,Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0011758293197369695,198.25,Olbrachtowska,2,0.0,0.04527268898715519,0.004291876644531167,0.0005550416281221097,
Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0008794801720815649,196.875,Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0010127468378863238,87.375,Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0010941047320454985,87.375,Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0005533013648100314,,Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0009776811794792108,,Wojanowska,3,0.3333333333333333,0.042779684624185445,0.0013021721670231302,0.0005550416281221097,
Arena,2,1.0,0.0722324878212666,0.0,0.000510435573054831,194.0,Arena,2,1.0,0.0722324878212666,0.0,0.00043003779137707024,67.5,Arena,2,1.0,0.0722324878212666,0.0,0.0004977253354758062,67.5,Arena,2,1.0,0.0722324878212666,0.0,0.0005533013648100314,,Arena,2,1.0,0.0722324878212666,0.0,0.000591742244737604,194.0,Arena,2,1.0,0.0722324878212666,0.0,0.0005550416281221097,
EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.001142941747145996,648.9375,EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.0016253001598828393,629.125,EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.002373429925593289,629.125,EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.0005533013648100314,,EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.001425939795264793,,EPI,9,0.2222222222222222,0.07758931793576326,0.007432127757226754,0.0005550416281221097,
Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.0031276523203750085,4006.5,Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.003147576316851365,1707.125,Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.0021306738781224025,,Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.0074433170075475456,,Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.0019201070444484069,,Arkady (Capitol),13,0.21794871794871795,0.08318823757012962,0.1568584496741453,0.007828801008659176,
DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.0013573459949897842,1611.1875,DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.0010255377745358358,427.5,DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.0017643872674893573,427.5,DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.0005533013648100314,,DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.002477446421136244,1611.1875,DWORCOWA,9,0.3611111111111111,0.07999255883173659,0.01716896136817392,0.0005550416281221097,
DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.0035276743760536684,3834.8125,DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.0047905296408752756,2781.375,DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.005213244577331297,,DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.005738206808609607,,DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.003072492094858647,,DWORZEC AUTOBUSOWY,12,0.24444444444444444,0.07793384685092886,0.07525891195645582,0.0062484078724409095,
DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.0023536498649853665,3278.4375,DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.002927706631630818,2008.375,DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.0036579816666499876,,DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.004440167026206683,,DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.0019835351676409717,,DWORZEC GŁÓWNY,13,0.32727272727272727,0.08312391262323603,0.10872535249384692,0.003680761192061536,
GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.002630680092911632,3299.375,GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.0026169453490877993,1289.25,GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.0027285908387609872,,GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.006064214365457228,,GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.0019712481847947117,,GALERIA DOMINIKAŃSKA,16,0.18681318681318682,0.08450427434410926,0.2531755879939138,0.004965226626271638,
Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.0034072708969018735,2900.3125,Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.0032473831677454516,1171.875,Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.00305018565005279,,Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.005673777487575868,,Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.003018638325085561,,Hallera,13,0.10256410256410256,0.07928459481884392,0.1651075464297462,0.0056499908441362155,
Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0006750887475802807,397.5,Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0005714687782748792,104.375,Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0007058778185931236,104.375,Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0005533013648100314,,Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0008930701367228595,397.5,Pl. Hirszfelda,3,0.0,0.0774077407740774,0.004580103819150931,0.0005550416281221097,
Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.001380165414661453,1818.875,Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.0014360094808113805,761.375,Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.0015742421607466976,,Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.00226770003013833,,Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.0014343788759315524,,Renoma,7,0.3333333333333333,0.0844959717036746,0.13384487720761243,0.0022208342449529885,
Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.001992921328746024,1988.6875,Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.002115463675019383,876.5,Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.0019675781903194136,324.625,Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.003978369216622253,,Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.0013637482583105476,,Rondo,7,0.19047619047619047,0.07829570284049527,0.011649045018715009,0.003979389279044659,
Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.001129084764469451,1318.75,Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.001345061215980043,663.375,Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.0006980836958586917,,Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.0037110370753112095,,Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.0001844111138431276,,Zaolziańska,3,0.3333333333333333,0.07686120296719993,0.0008739113256043077,0.003922047775551423,
pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.0023663038411297207,3063.375,pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.0022226298871866825,1112.0,pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.0018090963080968185,,pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.004636517819756915,,pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.0018741715270034127,,pl. Legionów,6,0.13333333333333333,0.08192816995332,0.032027930875511056,0.004742600872722411,
Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.0016058134342294638,1941.375,Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.0018206670702429725,879.0,Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.0011933068888037408,,Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.005370836095982135,,Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.0005226889167733242,,Świdnicka,6,0.3333333333333333,0.08467067047356502,0.09495311683154789,0.005257305173294989,
Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.0010483724059172207,502.9375,Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.0011225097881470743,200.125,Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.0006375558229430914,46.5,Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.003688710714718243,502.9375,Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.0001844111138431276,,Armii Krajowej,2,1.0,0.05933899123714897,0.0,0.0035974629735786405,153.625
KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0013288357394307655,666.8125,KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0013742879464127098,257.5,KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0011875632977504506,95.625,KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0035311443977260816,,KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0009002941857478176,,KRAKOWSKA (Centrum handlowe),3,0.3333333333333333,0.06274166484278106,0.052745659611791416,0.0036066576451349946,
Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.0016878663824741276,805.75,Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.00179892648782565,312.125,Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.0016751395614529806,158.5,Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.0038159762209717747,,Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.0013150777610535412,,Park Wschodni,4,0.16666666666666666,0.05966835495733019,0.049974221848001814,0.003744968649723317,
Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.00037923527286351895,133.4375,Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.0004791004447688936,65.625,Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.0006978505760846794,65.625,Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.0005533013648100314,,Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.0005838652462579108,133.4375,Armii Krajowej (Bogedaina),2,0.0,0.05726080298288834,0.0017394411200757159,0.0005550416281221097,
Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.0014365489068194938,954.75,Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.0014850104397201315,298.75,Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.0013946739462983066,,Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.003629243410780787,,Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.0012284465204036846,,Transbud,4,0.16666666666666666,0.059179741260666115,0.006483393575975271,0.003496769793271786,
Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.0011453689407463624,226.375,Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.0012302536846711747,76.75,Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.0012659708528713594,76.75,Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.0005533013648100314,,Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.00121855034665915,226.375,Awicenny,3,0.6666666666666666,0.06148126965970832,0.003163315283827659,0.0005550416281221097,
