stop,day_tram_degree,day_tram_clusterring_coefficient,day_tram_closeness,day_tram_betwennesses,day_tram_page_rank,day_tram_weighted_degree,stop,night_tram_degree,night_tram_clusterring_coefficient,night_tram_closeness,night_tram_betwennesses,night_tram_page_rank,night_tram_weighted_degree,stop,night_bus_degree,night_bus_clusterring_coefficient,night_bus_closeness,night_bus_betwennesses,night_bus_page_rank,night_bus_weighted_degree,stop,night_degree,night_clusterring_coefficient,night_closeness,night_betwennesses,night_page_rank,night_weighted_degree,index,day_degree,day_clusterring_coefficient,day_closeness,day_betwennesses,day_page_rank,day_weighted_degree,stop,day_bus_degree,day_bus_clusterring_coefficient,day_bus_closeness,day_bus_betwennesses,day_bus_page_rank,day_bus_weighted_degree
KLECINA,1.0,0.0,0.04924565898092798,0.0,0.0036000618200512685,35.375,,,,,,,,Wawrzyniaka,2.0,0.0,0.05251666283612962,0.0041364351798533535,0.0024447687444987313,12.0,Wawrzyniaka,2.0,0.0,0.05251666283612962,0.0041364351798533535,0.0024447687444987313,12.0,Biskupice Podgórne Dongseo/Dong Yang,3,0.0035677225811935466,0.06092377444035137,0.0023228740828979072,0.001188775199692765,8.75,Borowa - skrz.,6.0,0.00033382824956698843,0.03741528177513694,0.050996408920672594,0.00203269554472695,3.0
KOZANÓW (Dokerska),1.0,0.0,0.056059624108878804,0.0,0.0030037991779155297,17.375,,,,,,,,Ciechocińska,2.0,0.0,0.0360239634242472,0.008771929824561405,0.0021072715696546286,4.5,Ciechocińska,2.0,0.0,0.0360239634242472,0.008771929824561405,0.0021072715696546286,4.5,Biskupice Podgórne LG Chem Energy I,4,0.0028200680921442807,0.06134969325153374,0.006963207623791862,0.0012839781713067492,8.75,Borowa - szkoła,2.0,0.0,0.03611920233027112,0.04380192037976049,0.0010249754898486525,0.875
Kozanowska,2.0,0.0,0.05936856554564173,0.011560693641618498,0.0050393652056430335,34.75,,,,,,,,Śnieżna,2.0,0.0,0.03481904761904762,0.004558716265499635,0.00205307873677749,4.5,Śnieżna,2.0,0.0,0.03481904761904762,0.004558716265499635,0.00205307873677749,4.5,Biskupice Podgórne LG Electronics,4,0.0028200680921442807,0.06485182112962823,0.44226520832769306,0.0010630308600608873,8.125,Byków - Ogrodowa,4.0,0.00033382824956698843,0.03881344505441587,0.10804216821047115,0.0008629438165769266,1.0
Krakowska,2.0,0.0,0.08772819472616633,0.06734776179594032,0.005504070018890922,69.0,,,,,,,,Cynamonowa,2.0,0.0,0.053294460641399415,0.008733540634957196,0.0028023489100508815,9.0,Cynamonowa,2.0,0.0,0.053294460641399415,0.008733540634957196,0.0028023489100508815,9.0,Biskupice Podgórne LG Chem,2,0.0,0.05781512605042017,0.0,0.0012310249677755967,8.75,Stępin,2.0,0.0,0.03607070933094652,0.0024813895781637717,0.0014399946385017933,1.5
KROMERA,2.0,0.0,0.07456896551724138,0.05645920150557871,0.005723641218579859,73.375,,,,,,,,Tymiankowa,3.0,0.0,0.05626000246214453,0.030346654382125995,0.0030100077362440517,9.0,Tymiankowa,3.0,0.0,0.05626000246214453,0.030346654382125995,0.0030100077362440517,9.0,Biskupice Podgórne LG Innotek,2,0.0,0.05743671942830428,0.0,0.0012026310990486185,8.75,Borowa - stacja kolejowa,2.0,0.0,0.03504195469762184,0.04143766471957215,0.0010658530769834908,0.875
Kętrzyńska,2.0,0.0,0.06964573268921095,0.04543621454496572,0.004547429396233956,43.75,,,,,,,,Waniliowa,2.0,0.0,0.05061468601173995,0.004376367614879651,0.002813140482627275,9.0,Waniliowa,2.0,0.0,0.05061468601173995,0.004376367614879651,0.002813140482627275,9.0,Pietrzykowice - zakład,3,0.002072413603095015,0.06179048713895675,0.4458578119500771,0.0006776616979120277,2.625,Raków I,2.0,0.0,0.03499934864735768,0.03906724411633247,0.0006062892320645302,0.5
KRZYKI,3.0,0.026720584277327864,0.06472128694350916,0.05645920150557871,0.006004381612163522,103.25,,,,,,,,Czajkowskiego,2.0,0.0,0.060234611836035325,5.758378440631119e-05,0.0014467967752960114,2.25,Czajkowskiego,2.0,0.0,0.060234611836035325,5.758378440631119e-05,0.0014467967752960114,2.25,Blizanowicka,2,0.0,0.04806617482673821,0.006960500311340931,0.0009138604996776109,10.5,Borowska,5.0,0.04033784235533729,0.0677310924369748,0.010517392845583588,0.0019111996938534054,152.625
Radio i Telewizja,2.0,0.0,0.06097990835389496,0.04543621454496572,0.004940536475349959,70.75,,,,,,,,Koszarowa,3.0,0.0,0.06027433394882617,0.021699489423778265,0.0022166216307085715,3.375,Koszarowa,3.0,0.0,0.06027433394882617,0.021699489423778265,0.0022166216307085715,3.375,Księska,2,0.0,0.05047244556605435,0.00926983783198419,0.0006569185808725397,10.5,DWORZEC AUTOBUSOWY,9.0,0.025474645344049227,0.07165081340563606,0.0046761093044403,0.0030163497789996766,295.9375
Zajezdnia BOREK,2.0,0.0801617528319836,0.06460044809559373,0.06734776179594032,0.0016176223118170205,17.0,,,,,,,,DH Astra,2.0,0.0,0.07405606870847513,0.09477331183538716,0.0013977335647394576,5.0,DH Astra,2.0,0.0,0.07405606870847513,0.09477331183538716,0.0013977335647394576,5.0,Starodworska,2,0.0,0.0458740065077079,0.0046457481657958145,0.0010834213527816878,10.5,Uniwersytet Ekonomiczny,4.0,0.028817837344763907,0.06502097450790578,0.07828552933742274,0.0009058941906381905,58.75
Kamiennogórska (Ośrodek dla niewidomych),2.0,0.0,0.043708943911066195,0.04543621454496572,0.005863084837850785,103.0,,,,,,,,Kwiska,4.0,0.0,0.07863041982105988,0.10711543629313985,0.0036232135478039655,16.0,Kwiska,4.0,0.0,0.07863041982105988,0.10711543629313985,0.0036232135478039655,16.0,Bociania,2,0.0,0.064734663153933,0.002325581395348837,0.0010339720836272384,43.75,Wapienna,3.0,0.04766490129995185,0.0639631775255932,0.00823328144506265,0.0009065502525418433,55.6875
Złotnicka,2.0,0.0,0.04194956353055286,0.03427880091410136,0.00600607471887018,103.0,,,,,,,,DW. ŚWIEBODZKI,3.0,0.03153457201075115,0.08252076561935717,0.014583093400898308,0.0018195484674544513,13.0,DW. ŚWIEBODZKI,3.0,0.03153457201075115,0.08252076561935717,0.014583093400898308,0.0018195484674544513,13.0,Gęsia,2,0.0,0.06919858384293531,0.0046457481657958145,0.0007956470984681278,43.75,Śliczna,4.0,0.0706385951188749,0.0645781588013781,0.06328622289351601,0.0017771783205960104,137.6875
Kępińska,2.0,0.0,0.07668439716312057,0.022986960612985618,0.006593915047700482,162.625,,,,,,,,Robotnicza,2.0,0.0,0.07757596333389917,0.010576221735959155,0.001527328149264911,8.0,Robotnicza,2.0,0.0,0.07757596333389917,0.010576221735959155,0.001527328149264911,8.0,KOWALE,1,0.0,0.06080316742081448,0.0,0.0006136541634161406,21.875,Borowska (Szpital),2.0,0.0,0.057881508078994615,0.004025707812524082,0.0009497497339977327,43.5
Katedra,3.0,0.0,0.11175710594315245,0.2345745395886544,0.0038883757968437007,70.625,,,,,,,,DWORZEC GŁÓWNY,9.0,0.02799823338135205,0.08363836017569547,0.19978374089856302,0.006582818041578838,146.25,DWORZEC GŁÓWNY,9.0,0.02799823338135205,0.08363836017569547,0.19978374089856302,0.006582818041578838,146.25,Bojanowska,2,0.0,0.040960182891979426,0.002409508081327666,0.0010201812336867431,19.75,Działkowa,4.0,0.04182075777411099,0.06122293961260919,0.05504061156235069,0.0018116679887288285,121.5
Reja,2.0,0.0,0.10402886349969934,0.005108213469552359,0.003975272810110135,70.375,,,,,,,,Dyrekcyjna,3.0,0.4054977758690887,0.07477094240837696,0.0,0.005297982141329309,107.5,Dyrekcyjna,3.0,0.4054977758690887,0.07477094240837696,0.0,0.005297982141329309,107.5,Marszowicka,2,0.0,0.03993128105121419,0.004448114356877927,0.001037845664003749,19.75,Przystankowa,2.0,0.0,0.05490089230978816,0.0016337099086047191,0.0011375505871704932,42.75
Klimasa,2.0,0.0,0.06106600776561948,0.011560693641618498,0.006292753686643242,68.0,,,,,,,,Kościuszki,3.0,0.020630335222116828,0.07892918825561313,0.18881402996916075,0.0014201509849407407,11.5,Kościuszki,3.0,0.020630335222116828,0.07892918825561313,0.18881402996916075,0.0014201509849407407,11.5,Małomicka,2,0.0,0.042113510601831446,0.0005143893656766927,0.0009537255146305249,19.75,Brochowska,2.0,0.0,0.04260492652500264,0.0024813895781637717,0.0014345292199966402,37.125
TARNOGAJ,1.0,0.0,0.05757071547420965,0.0,0.003536489282340621,34.0,,,,,,,,Wzgórze Partyzantów,2.0,0.0,0.08146167557932264,0.0,0.003444515910433801,53.125,Wzgórze Partyzantów,2.0,0.0,0.08146167557932264,0.0,0.003444515910433801,53.125,Borowa - skrz.,6,0.00022475243901155104,0.03842545015861668,0.04800606437989008,0.0019052094209630916,3.0,KSIĘŻE WIELKIE,1.0,0.0,0.04086599401713735,0.0,0.0007955485244465287,18.5625
Transbud,2.0,0.0,0.06496432594817875,0.022986960612985618,0.005705103132085823,68.0,,,,,,,,DWORZEC NADODRZE,5.0,0.0,0.07647255689424363,0.04555357211409267,0.002498085672670768,19.25,DWORZEC NADODRZE,5.0,0.0,0.07647255689424363,0.04555357211409267,0.002498085672670768,19.25,Borowa - szkoła,2,0.0,0.0370561875215443,0.041248612502368893,0.0009606913144642029,0.875,Sosnowiecka,2.0,0.0,0.04449351366271046,0.004956614213276205,0.0013469161606332646,37.125
Kolista,2.0,0.0,0.07142857142857142,0.07810189541605055,0.004460321180934054,69.75,,,,,,,,Paulińska,2.0,0.0,0.07774753317454916,0.03564916119620715,0.002023315697239708,16.25,Paulińska,2.0,0.0,0.07774753317454916,0.03564916119620715,0.002023315697239708,16.25,Byków - Ogrodowa,4,0.00022475243901155104,0.03990534081945153,0.10139832688090532,0.0008088219184606291,1.0,Brodzka,5.0,0.016594385114780442,0.05054559137087671,0.02801041875375676,0.0021973025567423943,114.0
PILCZYCKA (Anima),2.0,0.0,0.06700232378001549,0.06734776179594032,0.006017523280021603,69.75,,,,,,,,Słowiańska,2.0,0.0,0.07337829158638408,0.04318783830473339,0.0013400311980845052,8.0,Słowiańska,2.0,0.0,0.07337829158638408,0.04318783830473339,0.0013400311980845052,8.0,Stępin,2,0.0,0.03700834839487047,0.002325581395348837,0.0013496813894442034,1.5,Jędrzejowska,2.0,0.0,0.048866254395537774,0.0020097714347363715,0.0013434081838459347,69.0
Komuny Paryskiej,2.0,0.0,0.10626535626535627,0.2551418201371152,0.0034342191077984504,32.375,,,,,,,,Damrota,2.0,0.0,0.07012429031763082,0.0,0.001821172494229471,11.25,Damrota,2.0,0.0,0.07012429031763082,0.0,0.001821172494229471,11.25,Borowa - stacja kolejowa,2,0.0,0.035911140805077665,0.0390259089801554,0.0009990051503376946,0.875,Kozia,2.0,0.0,0.04816253361219002,0.005178552163124393,0.0011456525755289234,67.3125
Kopernika,2.0,0.0,0.07661647475642161,0.03542142761123807,0.0015117270197836205,0.25,,,,,,,,Daszyńskiego,2.0,0.0,0.06846441947565543,0.0,0.0016585137074382771,9.5,Daszyńskiego,2.0,0.0,0.06846441947565543,0.0,0.0016585137074382771,9.5,Raków I,2,0.0,0.035869202535869206,0.03679779083304004,0.0005682641246282523,0.5,Królewiecka (Staw),2.0,0.1659438511478044,0.05009633911368015,0.0,0.0009179413771832288,43.0
Na Niskich Łąkach,2.0,0.0,0.09547461368653422,0.07810189541605055,0.005250469897134078,69.0,,,,,,,,Mosty Warszawskie,3.0,0.0,0.07014581734458941,0.03959844907673999,0.002024432706372824,12.25,Mosty Warszawskie,3.0,0.0,0.07014581734458941,0.03959844907673999,0.002024432706372824,12.25,Borowska,5,0.027157762908277327,0.07237838747685575,0.006743915315266535,0.0014917176531811932,152.625,Lubelska,2.0,0.0,0.04815677839517237,0.018722932046915216,0.0007364362528681453,23.5
Morwowa,2.0,0.0,0.06496432594817875,0.022986960612985618,0.00572625361784847,69.0,,,,,,,,Nowowiejska,4.0,0.0,0.0716975211797929,0.0440228031786249,0.0028761700020205265,17.5,Nowowiejska,4.0,0.0,0.0716975211797929,0.0440228031786249,0.0028761700020205265,17.5,DWORZEC AUTOBUSOWY,11,0.015383527547936112,0.07686807293528782,0.0,0.0033895651142903725,476.1875,Pola,2.0,0.0,0.06382136352838705,0.0001849482915401569,0.0012272117723032471,134.9375
Małopanewska,2.0,0.0,0.08091674462114125,0.24035488640946365,0.007213720036134664,237.5,,,,,,,,Dmowskiego,2.0,0.0,0.08138913624220837,0.021641905639371954,0.0010402075334804428,7.25,Dmowskiego,2.0,0.0,0.08138913624220837,0.021641905639371954,0.0010402075334804428,7.25,Uniwersytet Ekonomiczny,7,0.007004037059175468,0.06935483870967742,0.1059100630803801,0.001620397523013755,143.75,Trzebnicka,2.0,0.0,0.06511552754887703,2.157730067968497e-05,0.0010605744524445934,89.3125
Wołowska,2.0,0.0,0.07131079967023908,0.011560693641618498,0.006884135391748884,162.625,,,,,,,,PL. JANA PAWŁA II,9.0,0.0066445916708857454,0.08596689240030098,0.07420790305449988,0.004307392296412707,36.0,PL. JANA PAWŁA II,9.0,0.0066445916708857454,0.08596689240030098,0.07420790305449988,0.004307392296412707,36.0,Wapienna,3,0.03209076175040519,0.0680756748199161,0.004442699731976067,0.0006763984144536482,55.6875,Zakładowa,2.0,0.0,0.060784313725490195,0.03370682613319359,0.0006655487241883363,22.375
Niedźwiedzia,2.0,0.0,0.0858987090367428,0.24868933996504908,0.0066063341207253995,237.5,,,,,,,,Pomorska,4.0,0.02569571077980445,0.08120113717128642,0.021401973204345656,0.0023474707479056024,21.25,Pomorska,4.0,0.02569571077980445,0.08120113717128642,0.021401973204345656,0.0023474707479056024,21.25,Śliczna,4,0.04755797797792647,0.06875049964025902,0.06732273871727536,0.001428685262797579,137.6875,Brzezia Łąka - Wrocławska,3.0,0.0,0.03662138216184288,0.006066303962517146,0.001875622315852307,4.875
PILCZYCE,2.0,0.0,0.05758988015978695,0.10955773625487297,0.005755474821712459,135.375,,,,,,,,Dolnośląska Szkoła Wyższa,2.0,0.0,0.07076494270672035,0.0057823716841337485,0.0020722607943130023,9.0,Dolnośląska Szkoła Wyższa,2.0,0.0,0.07076494270672035,0.0057823716841337485,0.0020722607943130023,9.0,Borowska (Szpital),2,0.0,0.06113599203810336,0.0037821154939491563,0.0008427930507298317,43.5,Brzezia Łąka - cmentarz,2.0,0.0,0.03797408716136631,0.0038500069355609325,0.0011023460158544568,3.25
Młodych Techników,2.0,0.0,0.10459492140266022,0.2728861406102971,0.006243450184154067,237.5,,,,,,,,Fabryczna,2.0,0.0,0.06994184266911539,0.00633421628469423,0.0018942961578527536,8.0,Fabryczna,2.0,0.0,0.06994184266911539,0.00633421628469423,0.0018942961578527536,8.0,Działkowa,4,0.028156147130252357,0.06489096808269826,0.06595013130465387,0.001464221180102234,121.5,Brzezia Łąka-skrzy.Orzechowa,3.0,0.0,0.035371044894018516,0.006411540773392106,0.0014367666507837727,3.25
pl. Strzegomski (Muzeum Współczesne),2.0,0.0,0.09762979683972912,0.2649549670654658,0.006193969433633644,237.5,,,,,,,,Wrocławski Park Przemysłowy,2.0,0.0,0.07193451912482292,0.006171062228876349,0.0022109976710470904,10.0,Wrocławski Park Przemysłowy,2.0,0.0,0.07193451912482292,0.006171062228876349,0.0022109976710470904,10.0,Przystankowa,2,0.0,0.05780735363312496,0.0015350461596772883,0.0010398566682859797,42.75,Pietrzykowice,2.0,0.0,0.03943055623501786,0.0016460397947073962,0.0009059907931333676,3.25
pl. Zgody,2.0,0.0,0.10459492140266022,0.0887216023659094,0.0048215792319722265,69.0,,,,,,,,Drukarska,2.0,0.0,0.07182146786107182,0.20907712388191488,0.0003600796779934722,0.25,Drukarska,2.0,0.0,0.07182146786107182,0.20907712388191488,0.0003600796779934722,0.25,Braterska,2,0.0,0.06453549452198709,0.004572650729620705,0.00120991569180291,70.75,Brzezia Łąka - skrzy. Główna,3.0,0.0,0.034210526315789476,0.017083057195259158,0.0017151097128739108,3.75
Narodowe Forum Muzyki,5.0,0.05787142359295254,0.1178474114441417,0.3262535287000941,0.007130094563710644,251.5,,,,,,,,Rondo,4.0,0.0,0.0739362562692121,0.22064186725018237,0.002494331419384753,15.5,Rondo,4.0,0.0,0.0739362562692121,0.22064186725018237,0.002494331419384753,15.5,Przyjaźni,5,0.021276752864850194,0.06881100976156185,0.006900939437420472,0.0018399218336819939,104.875,Brzezia Łąka-skrzy.Sportowa,3.0,0.0,0.035371044894018516,0.006411540773392106,0.0014367666507837727,3.25
Rynek,4.0,0.072491306802802,0.11922811853893867,0.14356768382847157,0.00965796881673074,352.875,,,,,,,,Drzewieckiego,2.0,0.0,0.07011353175820804,0.06925409804599025,0.0017265639583908946,6.0,Drzewieckiego,2.0,0.0,0.07011353175820804,0.06925409804599025,0.0017265639583908946,6.0,Sąsiedzka,2,0.0,0.060841881853555005,0.0022903863334867475,0.001195705870977155,70.75,Kątna,2.0,0.0,0.03321109234002225,0.019271611978484347,0.001387792372556628,2.5
Zamkowa,3.0,0.144982613605604,0.11955770559778853,0.0,0.006557282089302686,233.5,,,,,,,,Orlińskiego,2.0,0.0,0.07411612066169315,0.07295865484279627,0.0016501573745475978,6.0,Orlińskiego,2.0,0.0,0.07411612066169315,0.07295865484279627,0.0016501573745475978,6.0,Brochowska,2,0.0,0.045859329173998827,0.002325581395348837,0.0012540453435233316,37.125,Brzezia Łąka Główna,3.0,0.0,0.03416991690690181,0.0024844720496894407,0.0008241846001060834,1.125
ZACHODNIA (Stacja kolejowa),2.0,0.0,0.09143763213530655,0.2568893668503831,0.006302197976119833,237.5,,,,,,,,Dubois,5.0,0.025490478689416986,0.08197309417040359,0.07091922914507275,0.0026844188662500674,25.25,Dubois,5.0,0.025490478689416986,0.08197309417040359,0.07091922914507275,0.0026844188662500674,25.25,KSIĘŻE WIELKIE,1,0.0,0.04385070365082602,0.0,0.0007071852988719797,18.5625,Brzezia Łąka Główna pętla,1.0,0.0,0.0330422662239167,0.0,0.000419392575978012,0.375
Wyszyńskiego,2.0,0.0,0.09251336898395722,0.09463637585697003,0.0029589799439826026,34.375,,,,,,,,Uniwersytet Wrocławski,2.0,0.10073052221534315,0.08014731673097159,0.0,0.001377152495917412,13.0,Uniwersytet Wrocławski,2.0,0.10073052221534315,0.08014731673097159,0.0,0.001377152495917412,13.0,Sosnowiecka,2,0.0,0.04805543138131426,0.0046457481657958145,0.0011264042626060796,37.125,Brzezina - ul. Chrobrego,2.0,0.0,0.03142177692877471,0.005856695898771635,0.0006113002965008911,1.75
Opera,6.0,0.07831591608300409,0.11914600550964187,0.1895416050544428,0.010666963437391815,377.625,,,,,,,,Dworska,2.0,0.0,0.06087651525243106,0.07178778455986795,0.0017107104653018262,5.5,Dworska,2.0,0.0,0.06087651525243106,0.07178778455986795,0.0017107104653018262,5.5,Brodzka,5,0.011172297531085567,0.051263710061993324,0.029922119645161588,0.002052444942395301,114.0,Brzezinka Średzka - ul. Główna,4.0,0.0013445223444455239,0.031102878752797717,0.054510426459935576,0.0019860057480492735,7.375
ŚWIDNICKA (Dom Europy),4.0,0.10383829685365627,0.11404087013843112,0.0,0.004914795860941619,139.0,,,,,,,,Górnicza,3.0,0.0,0.06450247000705717,0.08086682790126301,0.0029299866075856505,12.125,Górnicza,3.0,0.0,0.06450247000705717,0.08086682790126301,0.0029299866075856505,12.125,Jędrzejowska,2,0.0,0.049490706105772,0.003676530308362888,0.0012539803568889132,69.0,Brzezina - Osiedle,2.0,0.0,0.03233830845771144,0.0034122959789158946,0.0005534890173147492,1.75
Wita Stwosza,2.0,0.0,0.10984126984126984,0.005444280145180804,0.004733599146138336,99.75,,,,,,,,STADION WROCŁAW (Królewiecka),2.0,0.0,0.057621989660824616,0.06771853046182195,0.001875816499670341,5.5,STADION WROCŁAW (Królewiecka),2.0,0.0,0.057621989660824616,0.06771853046182195,0.001875816499670341,5.5,Kozia,2,0.0,0.04881094273227766,0.0047784064758913825,0.0010699275710521945,67.3125,Las Mokrzański,2.0,0.0,0.0333195535345184,0.0009617311160088158,0.0009422293846056436,6.5
PARK POŁUDNIOWY,1.0,0.0,0.059778852798894264,0.0,0.003663728931680914,33.5,,,,,,,,Działdowska,3.0,0.0,0.053158078399441665,0.0481304464662751,0.0025428599727658208,6.5,Działdowska,3.0,0.0,0.053158078399441665,0.0481304464662751,0.0025428599727658208,6.5,Królewiecka (Staw),2,0.11172297531085568,0.05083343184773614,0.0,0.000857336063216447,43.0,Brzezinka Średzka - PKP,3.0,0.004837762230480423,0.030252984010209445,0.027696006658138494,0.0011528835542338816,3.0
Pułtuska,2.0,0.0,0.06355620867009552,0.011560693641618498,0.0065921410968557085,67.0,,,,,,,,KOWALE,3.0,0.0,0.0504805037004308,0.0,0.0030579102572490663,15.0,KOWALE,3.0,0.0,0.0504805037004308,0.0,0.0030579102572490663,15.0,Lubelska,2,0.0,0.04880540264457182,0.0192796744005559,0.0006891967571614375,23.5,Gosławice - przejazd PKP,3.0,0.002148717541589375,0.0294504530838936,0.05988009185765146,0.0009767675548691057,1.875
most Grunwaldzki,2.0,0.0,0.11019108280254777,0.10599542949321146,0.004609019784898779,95.0,,,,,,,,Kowale (Stacja kolejowa),2.0,0.0,0.055792943474545234,0.05161426542285693,0.0020481371455087706,6.0,Kowale (Stacja kolejowa),2.0,0.0,0.055792943474545234,0.05161426542285693,0.0020481371455087706,6.0,Pola,2,0.0,0.06761006289308176,0.00016785337195765763,0.0009746204313371804,134.9375,Brzezinka Średzka - ul. Parkowa,3.0,0.004837762230480423,0.030252984010209445,0.027696006658138494,0.0011528835542338818,3.0
POŚWIĘTNE,1.0,0.0,0.0665896843725943,0.0,0.003787826507010517,81.3125,,,,,,,,ROD Bajki,2.0,0.0,0.06857743097238896,0.13315290414219358,0.0018841659629146837,9.0,ROD Bajki,2.0,0.0,0.06857743097238896,0.13315290414219358,0.0018841659629146837,9.0,Trzebnicka,3,0.0,0.06931012250161186,0.002325581395348837,0.0014270359436763353,192.8125,Pisarzowice - Kolejowa,2.0,0.0,0.03168363536302528,0.04024474823913814,0.001228375802411472,4.75
Stalowa,2.0,0.0,0.08054003724394786,0.11009544293587849,0.005649684800318298,131.75,,,,,,,,Dzielna,2.0,0.0,0.06614560717904183,0.0,0.001782046965491104,6.75,Dzielna,2.0,0.0,0.06614560717904183,0.0,0.001782046965491104,6.75,Zakładowa,2,0.0,0.0677432059866089,0.03233613991390746,0.0004213200164861192,22.375,Brzezińska,2.0,0.0,0.03807814050172438,0.0089206725952869,0.0008925012114020085,11.3125
Prusa,2.0,0.0,0.09432933478735006,0.0918134157816911,0.0030862354463041027,34.5,,,,,,,,KOZANÓW,3.0,0.0,0.0707978311386522,0.004366770317478598,0.0026748012508275854,11.0,KOZANÓW,3.0,0.0,0.0707978311386522,0.004366770317478598,0.0026748012508275854,11.0,Brzezia Łąka - Wrocławska,3,0.0,0.03764005602240896,0.005620380648130601,0.001757987484394442,4.875,Eluarda,4.0,0.0045256057312702295,0.03950786726140876,0.015887058243299477,0.0014030445709089408,25.25
Rondo,2.0,0.0,0.0889917695473251,0.12864632343056864,0.006579540486462342,214.25,,,,,,,,Wiślańska,2.0,0.0,0.06977099236641221,0.0,0.0018299869453495582,6.75,Wiślańska,2.0,0.0,0.06977099236641221,0.0,0.0018299869453495582,6.75,Brzezia Łąka - cmentarz,2,0.0,0.03907314856883235,0.00352762812356174,0.00103320935910355,3.25,Owczarska,2.0,0.0,0.036751630112625965,0.0066211488371376165,0.0010318335830490019,11.3125
Wielka,2.0,0.0,0.09521188772702256,0.13711520365640545,0.006269060668896836,214.5,,,,,,,,Gwiaździsta,2.0,0.053521076305186883,0.07651096601372845,0.0,0.0009607044810688948,6.5,Gwiaździsta,2.0,0.053521076305186883,0.07651096601372845,0.0,0.0009607044810688948,6.5,Brzezia Łąka-skrzy.Orzechowa,3,0.0,0.036317567567567564,0.005996697078809865,0.0013466558575304314,3.25,Brücknera,5.0,0.038569570251873256,0.06721707947627387,0.3653869272382596,0.0023404375679758603,235.6875
Uniwersytet Ekonomiczny,3.0,0.013077480913244172,0.08422590068159688,0.05645920150557871,0.006778179875250534,85.0,,,,,,,,Zaolziańska,2.0,0.0,0.07691013126893302,0.0012668432569388462,0.0016232628236070522,15.25,Zaolziańska,2.0,0.0,0.07691013126893302,0.0012668432569388462,0.0016232628236070522,15.25,Pietrzykowice,2,0.0,0.0406196863782354,0.0014457048487965995,0.0008491691230993601,3.25,C.H. Korona,6.0,0.11084855394520991,0.06399872955375575,0.3403819182220304,0.0021462571509999013,266.75
Zajezdnia GAJ,2.0,0.03923244273973252,0.0840213695968917,0.06734776179594032,0.0015670569111213251,10.5,,,,,,,,Fiołkowa,2.0,0.06015887195754864,0.0682395102284605,0.0,0.0018284088692231701,8.0,Fiołkowa,2.0,0.06015887195754864,0.0682395102284605,0.0,0.0018284088692231701,8.0,Brzezia Łąka - skrzy. Główna,3,0.0,0.03509201452646183,0.016027289709505375,0.0016075418620664368,3.75,Grudziądzka,3.0,0.08003734454558069,0.06930352536543422,0.38375537505972285,0.0010481895447314647,104.375
Zajezdnia OŁBIN,3.0,0.0377765980630407,0.09432933478735006,0.18927275171394006,0.001477428306500581,13.75,,,,,,,,GRABISZYŃSKA (Cmentarz),4.0,0.018483138279041758,0.06845416417016177,0.07630331298706285,0.002856475368592724,12.0,GRABISZYŃSKA (Cmentarz),4.0,0.018483138279041758,0.06845416417016177,0.07630331298706285,0.002856475368592724,12.0,Brzezia Łąka-skrzy.Sportowa,3,0.0,0.036317567567567564,0.005996697078809865,0.0013466558575304314,3.25,Kwidzyńska,4.0,0.037155708896757074,0.06948275862068966,0.005563861103833053,0.0014451611233937628,150.5625
Uniwersytecka,2.0,0.0,0.10873664362036455,0.0043688667831697815,0.004737946061568991,99.75,,,,,,,,Ostrowskiego,2.0,0.0,0.06825989544436147,0.054282314100349345,0.0018587674328928746,7.125,Ostrowskiego,2.0,0.0,0.06825989544436147,0.054282314100349345,0.0018587674328928746,7.125,Kątna,2,0.0,0.03403244954491492,0.018095676422015865,0.0013007531322145988,2.5,Olsztyńska,3.0,0.03859703334360489,0.06326530612244897,0.38429172510518933,0.0006375058054119192,20.0625
,,,,,,,,,,,,,,ROD Oświata,2.0,0.0,0.07268967711149991,0.20382260355483897,0.0015032899335416002,6.0,ROD Oświata,2.0,0.0,0.07268967711149991,0.20382260355483897,0.0015032899335416002,6.0,Brzezia Łąka Główna,3,0.0,0.03505196657835745,0.002328288707799767,0.0007724935817363038,1.125,Psie Pole,4.0,0.09155003727340745,0.06475455933156583,0.33755837430451735,0.002389642272316602,216.4375
,,,,,,,,,,,,,,Fieldorfa,2.0,0.0,0.043561147650366984,0.029837997619870247,0.001994366241397968,4.5,Fieldorfa,2.0,0.0,0.043561147650366984,0.029837997619870247,0.001994366241397968,4.5,Brzezia Łąka Główna pętla,1,0.0,0.033866267622272975,0.0,0.00039308920936651734,0.375,Budziwojowice,2.0,0.0,0.03622309109702935,0.040449732595595145,0.0008611504679053414,2.875
,,,,,,,,,,,,,,Fieldorfa (Szpital),2.0,0.0,0.04546811262560939,0.03406080847633307,0.0015981313875004597,4.0,Fieldorfa (Szpital),2.0,0.0,0.04546811262560939,0.03406080847633307,0.0015981313875004597,4.0,Brzezina - ul. Chrobrego,2,0.0,0.03461043142305216,0.005503966212740612,0.0005728596400243186,1.75,Łosice - plac zabaw,2.0,0.0,0.03745005111049159,0.03866035787494413,0.000813104238182451,2.875
