source,target,night_bus,day_bus,day_tram,night_tram,night,day
Domaszczyn -Trzebnicka,Domaszczyn - skrzy.,,1.8333333333333333,,,,1.8333333333333333
Domaszczyn Kościół,Domaszczyn Wrocławska Skrzyżowanie,,2.2777777777777777,,,,2.2777777777777777
Domaszczyn Kościół,Domaszczyn Wrocławska sklep,,2.6666666666666665,,,,2.6666666666666665
Domaszczyn Stawowa,Domaszczyn - skrzy.,,0.9444444444444444,,,,0.9444444444444444
Domaszczyn Stawowa,Domaszczyn Wrocławska Skrzyżowanie,,2.0,,,,2.0
Domaszczyn Stawowa,Pruszowice,,4.5,,,,4.5
Domaszczyn Stawowa,Pruszowice - las,,1.3888888888888888,,,,1.3888888888888888
Domaszczyn Wrocławska Skrzyżowanie,Domaszczyn Kościół,,2.0,,,,2.0
Domaszczyn Wrocławska Skrzyżowanie,Domaszczyn Stawowa,,2.2777777777777777,,,,2.2777777777777777
Domaszczyn Wrocławska sklep,Domaszczyn Kościół,,2.9444444444444446,,,,2.9444444444444446
Domaszczyn Wrocławska sklep,Szczodre - pętla,,2.6666666666666665,,,,2.6666666666666665
Drukarska,Hallera,,9.5,,,,9.5
Drukarska,Rondo,0.16666666666666666,16.5,,,0.16666666666666666,16.5
Drukarska,Uniwersytet Ekonomiczny,,26.944444444444443,,,,26.944444444444443
Drzewieckiego,Hynka,3.3333333333333335,48.111111111111114,,,3.3333333333333335,48.111111111111114
Drzewieckiego,Orlińskiego,4.666666666666667,49.0,,,4.666666666666667,49.0
Dubois,Długa,,8.5,,,,8.5
Dubois,PL. STASZICA,,0.1111111111111111,,,,0.1111111111111111
Dubois,Paulińska,11.666666666666666,15.444444444444445,30.11111111111111,,11.666666666666666,45.55555555555556
Dubois,Pomorska,4.666666666666667,26.833333333333332,0.5555555555555556,,4.666666666666667,27.38888888888889
Dubois,Rynek,,37.888888888888886,,,,37.888888888888886
Dubois,Uniwersytet Wrocławski,8.666666666666666,,44.77777777777778,,8.666666666666666,44.77777777777778
Dubois,pl. Bema,,11.333333333333334,31.22222222222222,,,42.55555555555556
Dworska,Górnicza,4.0,53.0,15.555555555555555,,4.0,68.55555555555556
Dworska,STADION WROCŁAW (Królewiecka),3.3333333333333335,53.666666666666664,15.555555555555555,,3.3333333333333335,69.22222222222223
Dworzec Główny (Stawowa),DWORZEC AUTOBUSOWY,,62.833333333333336,,,,62.833333333333336
Dworzec Główny (Stawowa),Hallera,,1.2222222222222223,,,,1.2222222222222223
Dyrekcyjna,Borowska,15.333333333333334,41.22222222222222,,,15.333333333333334,41.22222222222222
Dyrekcyjna,PETRUSEWICZA,56.333333333333336,1.1111111111111112,,,56.333333333333336,1.1111111111111112
Działdowska,KOWALE,4.0,,,,4.0,
Działdowska,Kowale (Stacja kolejowa),4.666666666666667,5.722222222222222,,,4.666666666666667,5.722222222222222
Działdowska,Tczewska,,6.055555555555555,,,,6.055555555555555
Działkowa,Borowska (Szpital),3.3333333333333335,19.666666666666668,,,3.3333333333333335,19.666666666666668
Działkowa,GAJ,2.6666666666666665,34.888888888888886,,,2.6666666666666665,34.888888888888886
Działkowa,ROD Bajki,8.333333333333334,42.333333333333336,,,8.333333333333334,42.333333333333336
Działkowa,Śliczna,,10.444444444444445,,,,10.444444444444445
Dzielna,KOZANÓW,3.3333333333333335,42.27777777777778,,,3.3333333333333335,42.27777777777778
Dzielna,Wiślańska,5.666666666666667,42.05555555555556,,,5.666666666666667,42.05555555555556
Dąbrowica,Dobroszów-skrzy. Węgierska,,1.5555555555555556,,,,1.5555555555555556
Dąbrowica,Łosice,,1.2222222222222223,,,,1.2222222222222223
Długa,Dmowskiego,,11.555555555555555,,,,11.555555555555555
Długa,POPOWICE (Stacja kolejowa),,20.27777777777778,,,,20.27777777777778
Długa,Pomorska,,8.777777777777779,,,,8.777777777777779
Długołęka - Broniewskiego (na wys. nr 11),Długołęka - Kasztanowa,,1.3333333333333333,,,,1.3333333333333333
Długołęka - Broniewskiego (na wys. nr 11),Długołęka - Parkowa/skrzy.,,0.8333333333333334,,,,0.8333333333333334
Długołęka - Broniewskiego (na wys. nr 11),Długołęka - SELGROS pętla,,0.1111111111111111,,,,0.1111111111111111
Długołęka - Kasztanowa,Długołęka - Kościół,,2.388888888888889,,,,2.388888888888889
Długołęka - Kasztanowa,Długołęka - Parkowa/skrzy.,,4.0,,,,4.0
Długołęka - Kasztanowa,Długołęka - SELGROS pętla,,0.3333333333333333,,,,0.3333333333333333
Długołęka - Kasztanowa,Długołęka - Wiejska,,6.666666666666667,,,,6.666666666666667
Długołęka - Kościół,Długołęka - Broniewskiego (na wys. nr 11),,2.2777777777777777,,,,2.2777777777777777
Długołęka - Kościół,Długołęka - Nowy Urząd,,2.0555555555555554,,,,2.0555555555555554
Długołęka - Kościół,Długołęka Urząd Gminy,,0.3333333333333333,,,,0.3333333333333333
Długołęka - Nowy Urząd,Długołęka - Kościół,,2.2777777777777777,,,,2.2777777777777777
Długołęka - Nowy Urząd,Kamień - Bursztynowa,,2.0555555555555554,,,,2.0555555555555554
Długołęka - Parkowa/skrzy.,Długołęka - Kasztanowa,,4.888888888888889,,,,4.888888888888889
Długołęka - Parkowa/skrzy.,Długołęka - SELGROS pętla,,0.3333333333333333,,,,0.3333333333333333
Długołęka - Parkowa/skrzy.,Szczodre-Trzebnicka (na wys. nr 3a),,5.166666666666667,,,,5.166666666666667
Długołęka - SELGROS pętla,Długołęka - Kasztanowa,,0.4444444444444444,,,,0.4444444444444444
Długołęka - SELGROS pętla,Długołęka - Parkowa/skrzy.,,0.3333333333333333,,,,0.3333333333333333
Długołęka - Wiejska,Długołęka - Kasztanowa,,6.722222222222222,,,,6.722222222222222
Długołęka - Wiejska,Mirków - Jagiellońska,,6.666666666666667,,,,6.666666666666667
Długołęka Urząd Gminy,Byków - Ogrodowa,,0.3333333333333333,,,,0.3333333333333333
Długołęka-Parkowa skrzy. Konopnicka,Długołęka - Parkowa/skrzy.,,5.222222222222222,,,,5.222222222222222
EPI,Arkady (Capitol),18.333333333333332,,,,18.333333333333332,
EPI,DWORZEC AUTOBUSOWY,34.666666666666664,27.555555555555557,,,34.666666666666664,27.555555555555557
EPI,DWORZEC GŁÓWNY,5.0,,,,5.0,
EPI,Gwiaździsta,4.333333333333333,14.222222222222221,,,4.333333333333333,14.222222222222221
EPI,Komandorska,,12.222222222222221,,,,12.222222222222221
EPI,Zaolziańska,9.333333333333334,,,,9.333333333333334,
Eluarda,Brzezińska,,5.0,,,,5.0
Eluarda,LEŚNICA,,2.5555555555555554,,,,2.5555555555555554
Eluarda,Zajazdowa,,6.111111111111111,,,,6.111111111111111
Eluarda,Średzka,,8.833333333333334,,,,8.833333333333334
FAT,Aleja Pracy,8.333333333333334,44.05555555555556,32.111111111111114,,8.333333333333334,76.16666666666667
FAT,FAT,,,28.77777777777778,,,28.77777777777778
FAT,Fiołkowa,2.6666666666666665,,61.888888888888886,,2.6666666666666665,61.888888888888886
FAT,GRABISZYŃSKA (Cmentarz),4.0,45.888888888888886,,,4.0,45.888888888888886
FAT,Hutmen,7.333333333333333,27.833333333333332,58.55555555555556,,7.333333333333333,86.38888888888889
FAT,Ostrowskiego,4.833333333333333,20.5,,,4.833333333333333,20.5
FAT,ROD Oświata,6.0,48.72222222222222,,,6.0,48.72222222222222
FAT,Wiejska,,0.7777777777777778,,,,0.7777777777777778
FAT,Wrocławski Park Technologiczny,,0.7777777777777778,,,,0.7777777777777778
Fabryczna,Dolnośląska Szkoła Wyższa,5.333333333333333,75.61111111111111,,,5.333333333333333,75.61111111111111
Fabryczna,Otyńska,6.666666666666667,75.94444444444444,,,6.666666666666667,75.94444444444444
Ferma - stadnina koni,Gałów przy posesji nr 2,,2.611111111111111,,,,2.611111111111111
Ferma - stadnina koni,Las Ratyński,,2.611111111111111,,,,2.611111111111111
Fieldorfa,Fieldorfa (Szpital),3.3333333333333335,11.666666666666666,,,3.3333333333333335,11.666666666666666
Fieldorfa,Stoszowska,2.6666666666666665,11.222222222222221,,,2.6666666666666665,11.222222222222221
Fieldorfa (Szpital),Fieldorfa,2.6666666666666665,11.222222222222221,,,2.6666666666666665,11.222222222222221
Fieldorfa (Szpital),Kosmonautów (Szpital),3.3333333333333335,11.666666666666666,,,3.3333333333333335,11.666666666666666
Fiołkowa,FAT,6.666666666666667,34.55555555555556,61.888888888888886,,6.666666666666667,96.44444444444444
Fiołkowa,GRABISZYŃSKA (Cmentarz),,,61.888888888888886,,,61.888888888888886
GAJ,Działkowa,4.0,33.77777777777778,,,4.0,33.77777777777778
GAJ,GAJ - pętla,0.6666666666666666,,,,0.6666666666666666,
GAJ,Świeradowska,2.6666666666666665,34.888888888888886,30.666666666666668,,2.6666666666666665,65.55555555555556
GAJ - pętla,Morwowa,1.3333333333333333,14.555555555555555,,,1.3333333333333333,14.555555555555555
GAJ - pętla,Świeradowska,4.0,33.77777777777778,,,4.0,33.77777777777778
GALERIA DOMINIKAŃSKA,DWORCOWA,,15.944444444444445,,,,15.944444444444445
GALERIA DOMINIKAŃSKA,Dworzec Główny (Stawowa),,26.333333333333332,,,,26.333333333333332
GALERIA DOMINIKAŃSKA,GALERIA DOMINIKAŃSKA,,13.833333333333334,,,,13.833333333333334
GALERIA DOMINIKAŃSKA,Hala Targowa,9.333333333333334,,,,9.333333333333334,
GALERIA DOMINIKAŃSKA,Ogród Botaniczny,,6.5,,,,6.5
GALERIA DOMINIKAŃSKA,Oławska,,,0.6666666666666666,,,0.6666666666666666
GALERIA DOMINIKAŃSKA,Park Staromiejski,,,45.333333333333336,,,45.333333333333336
GALERIA DOMINIKAŃSKA,Renoma,,14.444444444444445,,,,14.444444444444445
GALERIA DOMINIKAŃSKA,Urząd Wojewódzki,18.5,29.22222222222222,58.333333333333336,,18.5,87.55555555555556
GALERIA DOMINIKAŃSKA,Wzgórze Partyzantów,31.0,14.38888888888889,31.77777777777778,,31.0,46.166666666666664
GALERIA DOMINIKAŃSKA,pl. Nowy Targ,,,60.44444444444444,,,60.44444444444444
GALERIA DOMINIKAŃSKA,pl. Wróblewskiego,4.0,,31.22222222222222,,4.0,31.22222222222222
GALERIA DOMINIKAŃSKA,Świdnicka,8.0,13.444444444444445,85.55555555555556,,8.0,99.0
GAŁÓW (pętla),Gałów Przedszkole,,2.611111111111111,,,,2.611111111111111
GIEŁDOWA (Centrum Hurtu),Marchewkowa,4.0,24.444444444444443,,,4.0,24.444444444444443
GIEŁDOWA (Centrum Hurtu),Morelowskiego,,10.277777777777779,,,,10.277777777777779
GRABISZYNEK,Ojca Beyzyma,,,1.4444444444444444,,,1.4444444444444444
GRABISZYŃSKA (Cmentarz II),GRABISZYŃSKA (Cmentarz),,,45.55555555555556,,,45.55555555555556
GRABISZYŃSKA (Cmentarz II),OPORÓW,4.0,34.611111111111114,45.55555555555556,,4.0,80.16666666666667
GRABISZYŃSKA (Cmentarz),FAT,,11.11111111111111,,,,11.11111111111111
GRABISZYŃSKA (Cmentarz),Fiołkowa,4.0,34.55555555555556,61.888888888888886,,4.0,96.44444444444444
GRABISZYŃSKA (Cmentarz),GRABISZYŃSKA (Cmentarz II),4.0,34.611111111111114,45.55555555555556,,4.0,80.16666666666667
GRABISZYŃSKA (Cmentarz),Solskiego,,11.277777777777779,,,,11.277777777777779
Gajowa,Hubska (Dawida),,,0.05555555555555555,,,0.05555555555555555
Gajowa,Joannitów,0.6666666666666666,,47.22222222222222,,0.6666666666666666,47.22222222222222
Gajowa,PETRUSEWICZA,4.0,,,,4.0,
Gajowa,Prudnicka,3.3333333333333335,,47.166666666666664,,3.3333333333333335,47.166666666666664
Gajowicka,Hallera,4.333333333333333,61.888888888888886,33.55555555555556,,4.333333333333333,95.44444444444444
Gajowicka,Krucza,0.3333333333333333,28.22222222222222,,,0.3333333333333333,28.22222222222222
Gajowicka,Mielecka,4.0,12.11111111111111,33.77777777777778,,4.0,45.888888888888886
Gajowicka (szkoła),Gajowicka,,20.72222222222222,,,,20.72222222222222
Gazowa,Karwińska,,11.944444444444445,,,,11.944444444444445
Gazowa,TARNOGAJ,4.0,23.88888888888889,,,4.0,23.88888888888889
Gazowa,Wiaduktowa,4.0,12.444444444444445,,,4.0,12.444444444444445
Gałczyńskiego,Grota-Roweckiego,3.3333333333333335,11.11111111111111,,,3.3333333333333335,11.11111111111111
Gałczyńskiego,Oboźna,5.0,11.0,,,5.0,11.0
Gałowska,Samotworska,,2.7777777777777777,,,,2.7777777777777777
Gałowska,Samotwór - Dębowa,,2.7777777777777777,,,,2.7777777777777777
Gałów Przedszkole,Ferma - stadnina koni,,2.611111111111111,,,,2.611111111111111
Gałów przy posesji nr 2,GAŁÓW (pętla),,2.611111111111111,,,,2.611111111111111
Glinianki,Aleja Architektów,5.666666666666667,,45.77777777777778,,5.666666666666667,45.77777777777778
Glinianki,Stadion Wrocław (Lotnicza),7.0,,45.77777777777778,,7.0,45.77777777777778
Godebskiego (AWF Wrocław),8 Maja,2.6666666666666665,14.055555555555555,44.77777777777778,,2.6666666666666665,58.833333333333336
Godebskiego (AWF Wrocław),SĘPOLNO,3.3333333333333335,14.444444444444445,44.77777777777778,,3.3333333333333335,59.22222222222222
Godzieszowa (na wys. nr 8),Godzieszowa - transformator,,1.1111111111111112,,,,1.1111111111111112
Godzieszowa (na wys. nr 8),Siedlec - stacja,,1.2222222222222223,,,,1.2222222222222223
Godzieszowa - transformator,Godzieszowa (na wys. nr 8),,1.2222222222222223,,,,1.2222222222222223
Gorlicka,MULICKA,4.666666666666667,20.27777777777778,,,4.666666666666667,20.27777777777778
Gorlicka,Palacha,,6.222222222222222,,,,6.222222222222222
Gorlicka,Szewczenki,4.666666666666667,13.11111111111111,,,4.666666666666667,13.11111111111111
Gospodarska,Ceglana,0.6666666666666666,6.5,,,0.6666666666666666,6.5
Gospodarska,Miłoszycka,,6.944444444444445,,,,6.944444444444445
Gosławice - przejazd PKP,Brzezinka Średzka - ul. Parkowa,,0.5555555555555556,,,,0.5555555555555556
Gosławice - przejazd PKP,Prężyce przy posesji nr 22,,0.5555555555555556,,,,0.5555555555555556
Grabiszyńska,Kolejowa,,,58.55555555555556,,,58.55555555555556
Grabiszyńska,Pereca,6.666666666666667,10.944444444444445,58.333333333333336,,6.666666666666667,69.27777777777777
Grabiszyńska,Zaporoska,,25.944444444444443,,,,25.944444444444443
Grabiszyńska,pl. Legionów,7.666666666666667,14.222222222222221,,,7.666666666666667,14.222222222222221
Grabowa,Aleja Architektów,7.0,,45.77777777777778,,7.0,45.77777777777778
Grabowa,Kosmonautów (Szpital),5.666666666666667,11.222222222222221,45.77777777777778,,5.666666666666667,57.0
Graniczna,Przybyły,4.0,17.11111111111111,,,4.0,17.11111111111111
Graniczna,Skarżyńskiego,3.3333333333333335,17.333333333333332,,,3.3333333333333335,17.333333333333332
Graniczna (Strachowicka),Rdestowa,3.3333333333333335,17.333333333333332,,,3.3333333333333335,17.333333333333332
Graniczna (Strachowicka),Skarżyńskiego,4.0,,,,4.0,
Graniczna (Strachowicka),Zarembowicza,,17.11111111111111,,,,17.11111111111111
Grawerska,Polanowicka,3.3333333333333335,35.888888888888886,,,3.3333333333333335,35.888888888888886
Grochowa,Krucza,,16.444444444444443,,,,16.444444444444443
Grochowa,Stalowa,0.16666666666666666,16.5,,,0.16666666666666666,16.5
Gromadzka,RATYŃ,,5.777777777777778,,,,5.777777777777778
Gromadzka,Ratyń - skrzyżowanie,,6.0,,,,6.0
Grota-Roweckiego,Gałczyńskiego,5.0,11.0,,,5.0,11.0
Grota-Roweckiego,Kurpiów,3.3333333333333335,11.11111111111111,,,3.3333333333333335,11.11111111111111
Grudziądzka,Brücknera,7.333333333333333,46.388888888888886,,,7.333333333333333,46.388888888888886
Grudziądzka,KROMERA,,6.333333333333333,,,,6.333333333333333
Grudziądzka,Kromera (Czajkowskiego),10.0,39.111111111111114,,,10.0,39.111111111111114
Grunwaldzka,Kochanowskiego,,,30.555555555555557,,,30.555555555555557
Grunwaldzka,Piastowska,,,30.88888888888889,,,30.88888888888889
Grzybowa,Dolnobrzeska,,5.055555555555555,,,,5.055555555555555
Gwiaździsta,Piłsudskiego,,14.222222222222221,,,,14.222222222222221
Gwiaździsta,Zielińskiego,4.333333333333333,,,,4.333333333333333,
Góra Kapliczna,Witkowska,2.6666666666666665,5.777777777777778,,,2.6666666666666665,5.777777777777778
Góra Kapliczna,ŚLAZOWA,2.6666666666666665,5.888888888888889,,,2.6666666666666665,5.888888888888889
Górnickiego,Ogród Botaniczny,2.6666666666666665,10.11111111111111,30.88888888888889,,2.6666666666666665,41.0
Górnickiego,Piastowska,3.3333333333333335,,30.555555555555557,,3.3333333333333335,30.555555555555557
Górnicza,Dworska,3.3333333333333335,53.666666666666664,15.555555555555555,,3.3333333333333335,69.22222222222223
Górnicza,KOZANÓW,,20.944444444444443,,,,20.944444444444443
Górnicza,KOZANÓW (Dokerska),9.5,11.11111111111111,,,9.5,11.11111111111111
Górnicza,Modra,,33.27777777777778,15.555555555555555,,,48.833333333333336
Górnicza,Rękodzielnicza,4.0,11.444444444444445,,,4.0,11.444444444444445
Gądowianka,Na Ostatnim Groszu,4.0,38.0,,,4.0,38.0
Gądowianka,Nowodworska,,15.444444444444445,,,,15.444444444444445
Gądowianka,Szkocka,,24.5,,,,24.5
Gąsiorowskiego,Jutrosińska,2.6666666666666665,29.38888888888889,,,2.6666666666666665,29.38888888888889
Gąsiorowskiego,Mochnackiego,3.3333333333333335,29.5,,,3.3333333333333335,29.5
Gąsiorów,Głoska - ul. Średzka,,0.3333333333333333,,,,0.3333333333333333
Gąsiorów,Księginice ul. Sportowa,,0.3333333333333333,,,,0.3333333333333333
Gęsia,Bociania,,,19.444444444444443,,,19.444444444444443
Gęsia,Kwidzyńska,,,19.444444444444443,,,19.444444444444443
Głogowska,Niedźwiedzia,,11.0,,,,11.0
Głogowska,Szczepin,,11.0,,,,11.0
Głoska - ul. Średzka,Gąsiorów,,0.3333333333333333,,,,0.3333333333333333
Głoska - ul. Średzka,Lubiatów,,0.3333333333333333,,,,0.3333333333333333
Głubczycka,KSIĘŻE MAŁE,,,30.666666666666668,,,30.666666666666668
Głubczycka,Karwińska,,,30.666666666666668,,,30.666666666666668
Główna,Marszowice,,12.666666666666666,,,,12.666666666666666
Główna,Park Stabłowicki,,25.88888888888889,,,,25.88888888888889
Główna,STABŁOWICKA (Ośrodek zdrowia),3.3333333333333335,21.055555555555557,,,3.3333333333333335,21.055555555555557
Główna,Wełniana,4.0,30.27777777777778,,,4.0,30.27777777777778
Hala Orbita,DH Astra,,0.3888888888888889,,,,0.3888888888888889
Hala Orbita,Kolista,0.8333333333333334,8.11111111111111,,,0.8333333333333334,8.11111111111111
Hala Orbita,Na Ostatnim Groszu,,3.2777777777777777,,,,3.2777777777777777
Hala Orbita,Wejherowska,,44.833333333333336,,,,44.833333333333336
Hala Orbita,most Milenijny,9.0,52.833333333333336,,,9.0,52.833333333333336
Hala Stulecia,Kliniki,7.333333333333333,24.666666666666668,74.5,,7.333333333333333,99.16666666666667
Hala Stulecia,Mickiewicza,,,0.1111111111111111,,,0.1111111111111111
Hala Stulecia,Tramwajowa,7.333333333333333,24.333333333333332,,,7.333333333333333,24.333333333333332
Hala Stulecia,ZOO,,,74.61111111111111,,,74.61111111111111
Hala Targowa,GALERIA DOMINIKAŃSKA,9.333333333333334,,,,9.333333333333334,
Hala Targowa,pl. Bema,9.333333333333334,,60.44444444444444,,9.333333333333334,60.44444444444444
Hala Targowa,pl. Nowy Targ,,,74.55555555555556,,,74.55555555555556
Hallera,DWORZEC GŁÓWNY,,1.3333333333333333,,,,1.3333333333333333
Hallera,Drukarska,,10.5,,,,10.5
Hallera,Gajowicka,4.333333333333333,40.333333333333336,33.77777777777778,,4.333333333333333,74.11111111111111
Hallera,Jastrzębia,6.0,,71.77777777777777,,6.0,71.77777777777777
Hallera,KRZYKI,,1.6666666666666667,,,,1.6666666666666667
Hallera,Orla,,15.5,,,,15.5
Hallera,PETRUSEWICZA,,0.2222222222222222,,,,0.2222222222222222
Hallera,Racławicka (szkoła),,20.555555555555557,,,,20.555555555555557
Hallera,Rondo,,25.38888888888889,,,,25.38888888888889
Hallera,Sudecka,,41.166666666666664,,,,41.166666666666664
Hallera,Sztabowa,11.0,,95.11111111111111,,11.0,95.11111111111111
Hartmana,Marszowicka,,8.666666666666666,,,,8.666666666666666
Hartmana,Polkowicka,,8.88888888888889,,,,8.88888888888889
Hermanowska,Chociebuska,4.0,24.88888888888889,,,4.0,24.88888888888889
Hermanowska,KUŹNIKI,4.0,24.944444444444443,,,4.0,24.944444444444443
Hippiczna,PARK POŁUDNIOWY,3.3333333333333335,,,,3.3333333333333335,
Hippiczna,Partynice,5.0,,,,5.0,
Hubska (Dawida),DWORZEC AUTOBUSOWY,,26.555555555555557,,,,26.555555555555557
Hubska (Dawida),Gajowa,,,0.1111111111111111,,,0.1111111111111111
Hubska (Dawida),Kościuszki,,,13.833333333333334,,,13.833333333333334
Hubska (Dawida),Prudnicka,,26.833333333333332,13.722222222222221,,,40.55555555555556
Husarska,Partynice,3.3333333333333335,11.11111111111111,,,3.3333333333333335,11.11111111111111
Husarska,rondo Św. Ojca Pio,5.0,11.0,,,5.0,11.0
Hutmen,Bzowa (Centrum Zajezdnia),7.333333333333333,27.833333333333332,58.55555555555556,,7.333333333333333,86.38888888888889
Hutmen,FAT,6.833333333333333,27.444444444444443,58.333333333333336,,6.833333333333333,85.77777777777777
Hynka,Bystrzycka,3.3333333333333335,48.111111111111114,,,3.3333333333333335,48.111111111111114
Hynka,Drzewieckiego,4.666666666666667,49.0,,,4.666666666666667,49.0
IWINY - pętla,Iwiny - rondo,,2.9444444444444446,,,,2.9444444444444446
Inflancka,Kowieńska,4.666666666666667,40.666666666666664,,,4.666666666666667,40.666666666666664
Inflancka,LITEWSKA,4.666666666666667,38.888888888888886,,,4.666666666666667,38.888888888888886
Inowrocławska,PL. JANA PAWŁA II,,28.444444444444443,,,,28.444444444444443
Inowrocławska,Pl. SOLIDARNOŚCI,3.3333333333333335,45.77777777777778,,,3.3333333333333335,45.77777777777778
Inowrocławska,Szczepin,4.0,54.55555555555556,,,4.0,54.55555555555556
Inżynierska,Aleja Pracy,4.333333333333333,23.5,,,4.333333333333333,23.5
Inżynierska,Kolbuszowska (Stadion),4.0,12.222222222222221,,,4.0,12.222222222222221
Inżynierska,Krucza (Mielecka),,11.222222222222221,,,,11.222222222222221
Irysowa,Obornicka (Obwodnica),2.6666666666666665,47.27777777777778,,,2.6666666666666665,47.27777777777778
Irysowa,Paprotna,3.3333333333333335,5.222222222222222,,,3.3333333333333335,5.222222222222222
Irysowa,Zajezdnia Obornicka,8.333333333333334,17.333333333333332,,,8.333333333333334,17.333333333333332
Iwiny - Kolejowa,Iwiny - Kościuszki 21,,3.0,,,,3.0
Iwiny - Kościuszki 21,IWINY - pętla,,3.0,,,,3.0
Iwiny - rondo,Iwiny - Kolejowa,,3.0,,,,3.0
Iwiny - rondo,Vivaldiego,3.3333333333333335,25.666666666666668,,,3.3333333333333335,25.666666666666668
JANÓWEK (WOŚ),Janówek,,2.4444444444444446,,,,2.4444444444444446
JANÓWEK (WOŚ),PRACZE ODRZAŃSKIE,,2.4444444444444446,,,,2.4444444444444446
JARNOŁTÓW,Jarnołtowska (Samotworska),3.3333333333333335,7.0,,,3.3333333333333335,7.0
Jagodzińska,Kajdasza,3.3333333333333335,26.166666666666668,,,3.3333333333333335,26.166666666666668
Jagodzińska,Malinowskiego,3.3333333333333335,25.666666666666668,,,3.3333333333333335,25.666666666666668
Jaksonowice (na wys. bud 27),Jaksonowice - skrzy.,,0.1111111111111111,,,,0.1111111111111111
Jaksonowice - skrzy.,Skała - wieś,,1.9444444444444444,,,,1.9444444444444444
Januszkowice - Wierzbowa,Januszkowice - Wrocławska,,1.2222222222222223,,,,1.2222222222222223
Januszkowice - Wierzbowa,Januszkowice - skrzy. Kępa,,1.6666666666666667,,,,1.6666666666666667
Januszkowice - Wrocławska,Dobroszów Oleśnicki,,1.2222222222222223,,,,1.2222222222222223
Januszkowice - Wrocławska,Januszkowice - Wierzbowa,,1.6666666666666667,,,,1.6666666666666667
Januszkowice - skrzy. Kępa,Jaksonowice (na wys. bud 27),,0.1111111111111111,,,,0.1111111111111111
Januszkowice - skrzy. Kępa,Januszkowice - Wierzbowa,,1.2222222222222223,,,,1.2222222222222223
Januszkowice - skrzy. Kępa,Michałowice Skrzyżowanie,,1.5555555555555556,,,,1.5555555555555556
Janówek,JANÓWEK (WOŚ),,2.4444444444444446,,,,2.4444444444444446
Jarnołtowska (Samotworska),JARNOŁTÓW,3.3333333333333335,7.0,,,3.3333333333333335,7.0
Jarnołtowska (Samotworska),Krzeptowska,3.3333333333333335,9.777777777777779,,,3.3333333333333335,9.777777777777779
Jarnołtowska (Samotworska),Samotworska,,2.7777777777777777,,,,2.7777777777777777
Jarocińska,Lipska,4.666666666666667,11.61111111111111,,,4.666666666666667,11.61111111111111
Jarocińska,OSOBOWICE,4.666666666666667,11.833333333333334,,,4.666666666666667,11.833333333333334
Jarzębinowa,Skierniewicka,,14.277777777777779,,,,14.277777777777779
Jarzębinowa,Sudecka,,14.0,,,,14.0
Jasińskiej,Adamczewskich,3.3333333333333335,11.722222222222221,,,3.3333333333333335,11.722222222222221
Jasińskiej,Jerzmanowo (Cmentarz II),3.3333333333333335,11.722222222222221,,,3.3333333333333335,11.722222222222221
Jastrzębia,Hallera,7.666666666666667,,71.77777777777777,,7.666666666666667,71.77777777777777
Jastrzębia,Orla,6.0,,71.77777777777777,,6.0,71.77777777777777
Jaszkotle - kościół,Cesarzowice skrz.,,0.7777777777777778,,,,0.7777777777777778
Jaszkotle - kościół,Pietrzykowice - Wrocławska/Stawowa,,0.7777777777777778,,,,0.7777777777777778
Jaworowa,Weigla (Szpital),3.3333333333333335,14.555555555555555,29.77777777777778,,3.3333333333333335,44.333333333333336
Jaworowa,Wiśniowa,4.0,14.222222222222221,29.88888888888889,,4.0,44.111111111111114
Jedności Narodowej,Na Szańcach,6.666666666666667,10.0,58.666666666666664,,6.666666666666667,68.66666666666667
Jedności Narodowej,Nowowiejska,6.0,10.11111111111111,44.333333333333336,,6.0,54.44444444444444
Jedności Narodowej,Słowiańska,,,18.333333333333332,,,18.333333333333332
Jeleniogórska,LEŚNICA,2.6666666666666665,14.222222222222221,45.77777777777778,,2.6666666666666665,60.0
Jeleniogórska,Wschowska,,,45.77777777777778,,,45.77777777777778
Jeleniogórska,Śnieżna,3.3333333333333335,14.222222222222221,,,3.3333333333333335,14.222222222222221
Jerzmanowo (Cmentarz I),Jerzmanowo (Cmentarz I),,3.888888888888889,,,,3.888888888888889
Jerzmanowo (Cmentarz I),Jerzmanowska nr 17,3.3333333333333335,20.22222222222222,,,3.3333333333333335,20.22222222222222
Jerzmanowo (Cmentarz I),Piołunowa,3.3333333333333335,22.166666666666668,,,3.3333333333333335,22.166666666666668
Jerzmanowo (Cmentarz II),Jerzmanowo (Cmentarz I),3.3333333333333335,22.166666666666668,,,3.3333333333333335,22.166666666666668
Jerzmanowo (Cmentarz),Kaczorowskiego,,10.444444444444445,,,,10.444444444444445
Jerzmanowo (Cmentarz),Osiniecka,,10.444444444444445,,,,10.444444444444445
Jerzmanowska nr 17,Jerzmanowo (Cmentarz I),3.3333333333333335,20.22222222222222,,,3.3333333333333335,20.22222222222222
Jerzmanowska nr 17,Jerzmanowska nr 9,3.3333333333333335,20.22222222222222,,,3.3333333333333335,20.22222222222222
Jerzmanowska nr 9,Jerzmanowska nr 17,3.3333333333333335,20.22222222222222,,,3.3333333333333335,20.22222222222222
Jerzmanowska nr 9,Żernicka,3.3333333333333335,20.22222222222222,,,3.3333333333333335,20.22222222222222
